miRNA,Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes,Dataset
miR-2796,0.005896707471,5,413,6.432973806,GO:0016301 kinase activity,http://amigo.geneontology.org/amigo/term/GO:0016301,RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785,GO Molecular Function
miR-2796,4.09E-05,10,887,5.990570872,GO:0005524 ATP binding,http://amigo.geneontology.org/amigo/term/GO:0005524,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,4.09E-05,10,895,5.93702387,GO:0032559 adenyl ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032559,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,4.09E-05,10,898,5.917189715,GO:0030554 adenyl nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0030554,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,1.00E-05,13,1281,5.392449081,GO:0043168 anion binding,http://amigo.geneontology.org/amigo/term/GO:0043168,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG013836.3 CCG015582.1 CCG023467.1 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,4.09E-05,11,1087,5.377184913,GO:0035639 purine ribonucleoside triphosphate binding,http://amigo.geneontology.org/amigo/term/GO:0035639,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG023467.1 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,1.00E-05,13,1290,5.354827343,GO:0000166 nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0000166,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG013836.3 RP20_CCG018290 CCG023467.1 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,1.00E-05,13,1290,5.354827343,GO:1901265 nucleoside phosphate binding,http://amigo.geneontology.org/amigo/term/GO:1901265,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG013836.3 RP20_CCG018290 CCG023467.1 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,4.09E-05,11,1095,5.337899543,GO:0032555 purine ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032555,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG023467.1 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,4.09E-05,11,1098,5.323315118,GO:0017076 purine nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0017076,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG023467.1 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,4.09E-05,11,1107,5.280036134,GO:0032553 ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032553,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG023467.1 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,1.59E-05,13,1377,5.016504918,GO:0036094 small molecule binding,http://amigo.geneontology.org/amigo/term/GO:0036094,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG013836.3 RP20_CCG018290 CCG023467.1 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,9.06E-05,11,1242,4.706119163,GO:0097367 carbohydrate derivative binding,http://amigo.geneontology.org/amigo/term/GO:0097367,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 CCG023467.1 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,6.04E-05,18,3353,2.852533688,GO:0043167 ion binding,http://amigo.geneontology.org/amigo/term/GO:0043167,RP20_CCG000855 CCG002974.1 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG013836.3 CCG015582.1 RP20_CCG018204 RP20_CCG018290 CCG021458.1 CCG023467.1 RP20_CCG024828.2 CCG027115.1 RP20_CCG028366,GO Molecular Function
miR-2796,0.005896707471,16,3951,2.15181427,GO:1901363 heterocyclic compound binding,http://amigo.geneontology.org/amigo/term/GO:1901363,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG013836.3 CCG017793.1 RP20_CCG018204 RP20_CCG018290 RP20_CCG021891 CCG023467.1 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-2796,0.005896707471,16,3954,2.150181634,GO:0097159 organic cyclic compound binding,http://amigo.geneontology.org/amigo/term/GO:0097159,RP20_CCG000855 RP20_CCG004459.2 RP20_CCG005310.2 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG013836.3 CCG017793.1 RP20_CCG018204 RP20_CCG018290 RP20_CCG021891 CCG023467.1 RP20_CCG024828.2 CCG027115.1,GO Molecular Function
miR-281-3p,0.0003962739227,2,3,220.5660377,GO:0140647 P450-containing electron transport chain,http://amigo.geneontology.org/amigo/term/GO:0140647,CCG010324.1 RP20_CCG014289,GO Biological Process
miR-281-3p,0.0006723595573,2,4,165.4245283,GO:0045332 phospholipid translocation,http://amigo.geneontology.org/amigo/term/GO:0045332,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-281-3p,1.93E-06,4,10,132.3396226,GO:0034204 lipid translocation,http://amigo.geneontology.org/amigo/term/GO:0034204,RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202,GO Biological Process
miR-281-3p,1.93E-06,4,10,132.3396226,GO:0097035 reg. of membrane lipid distribution,http://amigo.geneontology.org/amigo/term/GO:0097035,RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202,GO Biological Process
miR-281-3p,7.74E-05,3,10,99.25471698,GO:0005976 polysaccharide metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0005976,CCG009527.1 RP20_CCG009697 CCG025015.2,GO Biological Process
miR-281-3p,7.74E-05,3,10,99.25471698,GO:0005977 glycogen metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0005977,CCG009527.1 RP20_CCG009697 CCG025015.2,GO Biological Process
miR-281-3p,7.74E-05,3,10,99.25471698,GO:0006073 cellular glucan metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006073,CCG009527.1 RP20_CCG009697 CCG025015.2,GO Biological Process
miR-281-3p,7.74E-05,3,10,99.25471698,GO:0044042 glucan metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044042,CCG009527.1 RP20_CCG009697 CCG025015.2,GO Biological Process
miR-281-3p,7.74E-05,3,10,99.25471698,GO:0044264 cellular polysaccharide metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044264,CCG009527.1 RP20_CCG009697 CCG025015.2,GO Biological Process
miR-281-3p,7.74E-05,3,10,99.25471698,GO:0006112 energy reserve metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006112,CCG009527.1 RP20_CCG009697 CCG025015.2,GO Biological Process
miR-281-3p,1.44E-05,4,17,77.84683685,GO:0015914 phospholipid transport,http://amigo.geneontology.org/amigo/term/GO:0015914,RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202,GO Biological Process
miR-281-3p,4.74E-05,4,24,55.14150943,GO:0015748 organophosphate ester transport,http://amigo.geneontology.org/amigo/term/GO:0015748,RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202,GO Biological Process
miR-281-3p,0.0002106284149,4,44,30.07718696,GO:0061024 membrane organization,http://amigo.geneontology.org/amigo/term/GO:0061024,RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202,GO Biological Process
miR-281-3p,0.0006540451797,4,67,19.75218248,GO:0006869 lipid transport,http://amigo.geneontology.org/amigo/term/GO:0006869,RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202,GO Biological Process
miR-281-3p,0.0003349609201,5,110,15.03859348,GO:0006091 generation of precursor metabolites and energy,http://amigo.geneontology.org/amigo/term/GO:0006091,CCG009527.1 RP20_CCG009697 CCG010324.1 RP20_CCG014289 CCG025015.2,GO Biological Process
miR-281-3p,0.0002512848554,11,758,4.801239608,GO:0036211 protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0036211,RP20_CCG003693 RP20_CCG005741 CCG007520.1 CCG007750.2 CCG007937.2 CCG009527.1 RP20_CCG009697 RP20_CCG012046 CCG023286.2 RP20_CCG026317 CCG027539.1,GO Biological Process
miR-281-3p,0.0002512848554,11,758,4.801239608,GO:0006464 cellular protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0006464,RP20_CCG003693 RP20_CCG005741 CCG007520.1 CCG007750.2 CCG007937.2 CCG009527.1 RP20_CCG009697 RP20_CCG012046 CCG023286.2 RP20_CCG026317 CCG027539.1,GO Biological Process
miR-281-3p,0.0005160827091,11,847,4.296740995,GO:0043412 macromolecule modification,http://amigo.geneontology.org/amigo/term/GO:0043412,RP20_CCG003693 RP20_CCG005741 CCG007520.1 CCG007750.2 CCG007937.2 CCG009527.1 RP20_CCG009697 RP20_CCG012046 CCG023286.2 RP20_CCG026317 CCG027539.1,GO Biological Process
miR-281-3p,0.0002512848554,14,1250,3.705509434,GO:0044267 cellular protein metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044267,CCG000915.1 RP20_CCG003693 RP20_CCG005741 CCG007520.1 CCG007750.2 CCG007937.2 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG012046 CCG023286.2 RP20_CCG024828.2 RP20_CCG026317 CCG027539.1,GO Biological Process
miR-281-3p,0.0003950585985,25,3743,2.20978531,GO:0044237 cellular metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044237,CCG000070.1 CCG000915.1 RP20_CCG001034 RP20_CCG002219 RP20_CCG003693 RP20_CCG005741 CCG007520.1 CCG007750.2 CCG007937.2 CCG008767.3 CCG009527.1 RP20_CCG009697 RP20_CCG010133 CCG010324.1 RP20_CCG012046 RP20_CCG012513 CCG012626.1 RP20_CCG014289 CCG017793.1 CCG018617.1 CCG023286.2 RP20_CCG024828.2 CCG025015.2 RP20_CCG026317 CCG027539.1,GO Biological Process
miR-281-3p,0.007852500008,2,8,82.71226415,GO:1902554 serine/threonine protein kinase complex,http://amigo.geneontology.org/amigo/term/GO:1902554,CCG009527.1 RP20_CCG009697,GO Cellular Component
miR-281-3p,0.007852500008,2,9,73.52201258,GO:0005802 trans-Golgi network,http://amigo.geneontology.org/amigo/term/GO:0005802,RP20_CCG009481 CCG015582.1,GO Cellular Component
miR-281-3p,0.007852500008,2,9,73.52201258,GO:1902911 protein kinase complex,http://amigo.geneontology.org/amigo/term/GO:1902911,CCG009527.1 RP20_CCG009697,GO Cellular Component
miR-281-3p,0.02434219078,2,20,33.08490566,GO:0098791 Golgi apparatus subcompartment,http://amigo.geneontology.org/amigo/term/GO:0098791,RP20_CCG009481 CCG015582.1,GO Cellular Component
miR-281-3p,0.02434219078,4,160,8.271226415,GO:0005794 Golgi apparatus,http://amigo.geneontology.org/amigo/term/GO:0005794,RP20_CCG009481 CCG015582.1 CCG022521.1 RP20_CCG026807,GO Cellular Component
miR-281-3p,0.03052173625,12,1599,2.482919749,GO:0005737 cytoplasm,http://amigo.geneontology.org/amigo/term/GO:0005737,RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG012046 RP20_CCG012513 CCG015582.1 CCG017793.1 CCG022521.1 RP20_CCG024828.2 CCG025948.4 RP20_CCG026807,GO Cellular Component
miR-281-3p,1.31E-06,4,9,147.0440252,GO:0140326 ATPase-coupled intramembrane lipid transporter activity,http://amigo.geneontology.org/amigo/term/GO:0140326,RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202,GO Molecular Function
miR-281-3p,3.32E-05,4,35,37.81132075,GO:0005319 lipid transporter activity,http://amigo.geneontology.org/amigo/term/GO:0005319,RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202,GO Molecular Function
miR-281-3p,5.99E-05,4,42,31.50943396,GO:0000287 magnesium ion binding,http://amigo.geneontology.org/amigo/term/GO:0000287,RP20_CCG000855 CCG006730.1 RP20_CCG009481 RP20_CCG016202,GO Molecular Function
miR-281-3p,3.15E-05,7,200,11.57971698,GO:0016887 ATP hydrolysis activity,http://amigo.geneontology.org/amigo/term/GO:0016887,RP20_CCG000855 CCG002534.1 CCG006730.1 RP20_CCG008334 RP20_CCG009481 RP20_CCG015143 RP20_CCG016202,GO Molecular Function
miR-281-3p,2.21E-05,9,343,8.681170581,GO:0017111 nucleoside-triphosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0017111,RP20_CCG000855 CCG002534.1 CCG006730.1 RP20_CCG008334 RP20_CCG009481 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374,GO Molecular Function
miR-281-3p,2.74E-05,9,361,8.248314431,GO:0016462 pyrophosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0016462,RP20_CCG000855 CCG002534.1 CCG006730.1 RP20_CCG008334 RP20_CCG009481 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374,GO Molecular Function
miR-281-3p,2.74E-05,9,369,8.069489185,GO:0016818 hydrolase activity acting on acid anhydrides in phosphorus-containing anhydrides,http://amigo.geneontology.org/amigo/term/GO:0016818,RP20_CCG000855 CCG002534.1 CCG006730.1 RP20_CCG008334 RP20_CCG009481 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374,GO Molecular Function
miR-281-3p,7.55E-05,12,887,4.475973708,GO:0005524 ATP binding,http://amigo.geneontology.org/amigo/term/GO:0005524,RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG015143 RP20_CCG016202 RP20_CCG024828.2,GO Molecular Function
miR-281-3p,7.74E-05,12,898,4.421145523,GO:0030554 adenyl nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0030554,RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG015143 RP20_CCG016202 RP20_CCG024828.2,GO Molecular Function
miR-281-3p,5.26E-06,17,1281,4.390658831,GO:0043168 anion binding,http://amigo.geneontology.org/amigo/term/GO:0043168,CCG000070.1 RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG012513 RP20_CCG015143 CCG015582.1 RP20_CCG016202 RP20_CCG021374 RP20_CCG024828.2,GO Molecular Function
miR-281-3p,3.32E-05,14,1087,4.261165402,GO:0035639 purine ribonucleoside triphosphate binding,http://amigo.geneontology.org/amigo/term/GO:0035639,RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374 RP20_CCG024828.2,GO Molecular Function
miR-281-3p,3.32E-05,14,1095,4.2300336,GO:0032555 purine ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032555,RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374 RP20_CCG024828.2,GO Molecular Function
miR-281-3p,3.32E-05,14,1098,4.218476132,GO:0017076 purine nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0017076,RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374 RP20_CCG024828.2,GO Molecular Function
miR-281-3p,3.32E-05,14,1107,4.184179578,GO:0032553 ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032553,RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374 RP20_CCG024828.2,GO Molecular Function
miR-281-3p,3.32E-05,15,1290,3.847082054,GO:0000166 nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0000166,CCG000070.1 RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374 RP20_CCG024828.2,GO Molecular Function
miR-281-3p,3.32E-05,15,1290,3.847082054,GO:1901265 nucleoside phosphate binding,http://amigo.geneontology.org/amigo/term/GO:1901265,CCG000070.1 RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374 RP20_CCG024828.2,GO Molecular Function
miR-281-3p,2.74E-05,16,1377,3.844288239,GO:0036094 small molecule binding,http://amigo.geneontology.org/amigo/term/GO:0036094,CCG000070.1 RP20_CCG000855 CCG002534.1 RP20_CCG005741 CCG006730.1 CCG007520.1 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 RP20_CCG012513 RP20_CCG015143 RP20_CCG016202 RP20_CCG021374 RP20_CCG024828.2,GO Molecular Function
miR-281-3p,1.77E-05,31,4537,2.260595273,GO:0003824 catalytic activity,http://amigo.geneontology.org/amigo/term/GO:0003824,CCG000070.1 RP20_CCG000855 CCG002534.1 RP20_CCG003693 RP20_CCG005741 CCG006730.1 CCG007423.1 CCG007520.1 CCG007750.2 CCG007937.2 RP20_CCG008334 RP20_CCG009481 CCG009527.1 RP20_CCG009697 RP20_CCG010133 CCG010324.1 RP20_CCG012046 RP20_CCG012513 CCG012626.1 RP20_CCG014289 RP20_CCG015143 RP20_CCG016202 CCG018617.1 RP20_CCG021374 RP20_CCG021923 CCG023286.2 RP20_CCG024828.2 CCG025015.2 CCG025948.4 CCG027539.1 CCG027938.1,GO Molecular Function
miR-2943,0.005517440147,2,4,141.4112903,GO:0045332 phospholipid translocation,http://amigo.geneontology.org/amigo/term/GO:0045332,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-2943,0.007724785466,2,6,94.27419355,GO:0035335 peptidyl-tyrosine dephosphorylation,http://amigo.geneontology.org/amigo/term/GO:0035335,CCG008411.1 RP20_CCG012046,GO Biological Process
miR-2943,0.007724785466,2,6,94.27419355,GO:0010506 reg. of autophagy,http://amigo.geneontology.org/amigo/term/GO:0010506,CCG008411.1 RP20_CCG012046,GO Biological Process
miR-2943,0.009591156341,2,7,80.80645161,GO:0046856 phosphatidylinositol dephosphorylation,http://amigo.geneontology.org/amigo/term/GO:0046856,CCG008411.1 RP20_CCG012046,GO Biological Process
miR-2943,0.01098686022,2,8,70.70564516,GO:0046839 phospholipid dephosphorylation,http://amigo.geneontology.org/amigo/term/GO:0046839,CCG008411.1 RP20_CCG012046,GO Biological Process
miR-2943,0.01413161804,2,10,56.56451613,GO:0034204 lipid translocation,http://amigo.geneontology.org/amigo/term/GO:0034204,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-2943,0.01413161804,2,10,56.56451613,GO:0097035 reg. of membrane lipid distribution,http://amigo.geneontology.org/amigo/term/GO:0097035,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-2943,0.03214310458,2,17,33.27324478,GO:0015914 phospholipid transport,http://amigo.geneontology.org/amigo/term/GO:0015914,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-2943,0.005517440147,4,49,23.0875576,GO:0006470 protein dephosphorylation,http://amigo.geneontology.org/amigo/term/GO:0006470,RP20_CCG003693 CCG008411.1 RP20_CCG012046 RP20_CCG017417.2,GO Biological Process
miR-2943,0.005517440147,4,65,17.4044665,GO:0016311 dephosphorylation,http://amigo.geneontology.org/amigo/term/GO:0016311,RP20_CCG003693 CCG008411.1 RP20_CCG012046 RP20_CCG017417.2,GO Biological Process
miR-2943,0.02579363496,4,132,8.570381232,GO:0009653 anatomical structure morphogenesis,http://amigo.geneontology.org/amigo/term/GO:0009653,CCG001505.1 RP20_CCG007245 RP20_CCG017417.2 CCG020733.1,GO Biological Process
miR-2943,0.03800517435,6,384,4.419102823,GO:0044248 cellular catabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044248,CCG004134.1 RP20_CCG005441 CCG008411.1 RP20_CCG012046 RP20_CCG012513 RP20_CCG014760,GO Biological Process
miR-2943,0.005517440147,11,758,4.104285471,GO:0036211 protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0036211,CCG002347.1 RP20_CCG003693 CCG005153.1 RP20_CCG005441 CCG007520.1 CCG008411.1 RP20_CCG008785 RP20_CCG012046 RP20_CCG014760 RP20_CCG017417.2 RP20_CCG028009,GO Biological Process
miR-2943,0.005517440147,11,758,4.104285471,GO:0006464 cellular protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0006464,CCG002347.1 RP20_CCG003693 CCG005153.1 RP20_CCG005441 CCG007520.1 CCG008411.1 RP20_CCG008785 RP20_CCG012046 RP20_CCG014760 RP20_CCG017417.2 RP20_CCG028009,GO Biological Process
miR-2943,0.007724785466,11,847,3.673020528,GO:0043412 macromolecule modification,http://amigo.geneontology.org/amigo/term/GO:0043412,CCG002347.1 RP20_CCG003693 CCG005153.1 RP20_CCG005441 CCG007520.1 CCG008411.1 RP20_CCG008785 RP20_CCG012046 RP20_CCG014760 RP20_CCG017417.2 RP20_CCG028009,GO Biological Process
miR-2943,0.02536254018,9,742,3.430462568,GO:0016043 cellular component organization,http://amigo.geneontology.org/amigo/term/GO:0016043,RP20_CCG000855 CCG006730.1 CCG008411.1 RP20_CCG012046 CCG015582.1 RP20_CCG016099 RP20_CCG017417.2 CCG027599.1 RP20_CCG028009,GO Biological Process
miR-2943,0.03800517435,9,831,3.06306044,GO:0071840 cellular component organization or biogenesis,http://amigo.geneontology.org/amigo/term/GO:0071840,RP20_CCG000855 CCG006730.1 CCG008411.1 RP20_CCG012046 CCG015582.1 RP20_CCG016099 RP20_CCG017417.2 CCG027599.1 RP20_CCG028009,GO Biological Process
