Gene stable ID,Transcript stable ID,Gene name,UniProtKB/TrEMBL ID,UniParc ID
AAEL021053,AAEL021053-RA,,Q173V2,UPI0000000B5F
AAEL009938,AAEL009938-RA,,Q16UD8,UPI0000DAA9E3
AAEL019651,AAEL019651-RA,,,UPI000B78322C
AAEL019651,AAEL019651-RB,,,UPI000B78322C
AAEL019651,AAEL019651-RC,,Q16FY0,UPI000B78322C
AAEL019651,AAEL019651-RC,,Q16Q37,UPI000B78322C
AAEL024534,AAEL024534-RA,,Q0IFZ4,UPI0000E2635E
AAEL024534,AAEL024534-RB,,Q0IFZ4,UPI0000E2635E
AAEL024534,AAEL024534-RB,,Q8WRE8,UPI0000E2635E
AAEL013087,AAEL013087-RA,Med16,Q16EV6,UPI000B77120E
AAEL001257,AAEL001257-RA,,Q17LS5,UPI0000DA899A
AAEL008244,AAEL008244-RB,,Q16ZB3,UPI000B778677
AAEL008244,AAEL008244-RB,,A0A0N8ERZ0,UPI000B778677
AAEL013216,AAEL013216-RB,,,UPI000B77B22C
AAEL013216,AAEL013216-RC,,,UPI000B77B22C
AAEL013216,AAEL013216-RD,,,UPI000B7904C9
AAEL013216,AAEL013216-RE,,,UPI000B7904C9
AAEL013216,AAEL013216-RF,,Q16TX6,UPI000B77B22C
AAEL013216,AAEL013216-RF,,Q16JU1,UPI000B77B22C
AAEL006760,AAEL006760-RA,,A0A1S4FEK1,UPI00043BBAD2
AAEL006760,AAEL006760-RA,,Q174W7,UPI00043BBAD2
AAEL017192,AAEL017192-RB,,J9E9M9,UPI000B77667E
AAEL017192,AAEL017192-RC,,J9HYK3,UPI000B76E11B
AAEL011739,AAEL011739-RB,,A0A1S4FU19,UPI00043A6BBF
AAEL011739,AAEL011739-RB,,A0A1S4FU72,UPI00043A6BBF
AAEL011739,AAEL011739-RB,,Q16P76,UPI00043A6BBF
AAEL011739,AAEL011739-RC,,A0A0P6IVW8,UPI00043A8240
AAEL011739,AAEL011739-RC,,Q16P77,UPI00043A8240
AAEL010315,AAEL010315-RB,,Q0IEI6,UPI000B798209
AAEL010315,AAEL010315-RB,,A0A1S4FQD1,UPI000B798209
AAEL001991,AAEL001991-RB,,Q17JJ0,UPI0000DA8C96
AAEL001991,AAEL001991-RA,,A0A1S4F0D2,UPI00043BCC9D
AAEL014731,AAEL014731-RA,,A0A1S4G334,UPI000B775333
AAEL014731,AAEL014731-RA,,Q16FK3,UPI000B775333
AAEL007804,AAEL007804-RB,,,UPI000B7709F8
AAEL007804,AAEL007804-RC,,Q170U0,UPI000B7709F8
AAEL007804,AAEL007804-RC,,A0A1S4FHK2,UPI000B7709F8
AAEL007804,AAEL007804-RC,,A0A0P6J4Q4,UPI000B7709F8
AAEL007804,AAEL007804-RD,,,UPI000B7709F8
AAEL007804,AAEL007804-RE,,,UPI000B7709F8
AAEL001131,AAEL001131-RA,,A0A1S4EXW4,UPI000B795DC4
AAEL001131,AAEL001131-RA,,Q17M53,UPI000B795DC4
AAEL005717,AAEL005717-RA,,A0A1S4FBN8,UPI000B7838DB
AAEL005717,AAEL005717-RA,,Q1HRV5,UPI000B7838DB
AAEL005717,AAEL005717-RA,,Q0IFE1,UPI000B7838DB
AAEL020150,AAEL020150-RA,,,UPI000B77D85C
AAEL020150,AAEL020150-RB,,Q16TV6,UPI000B77D85C
AAEL023603,AAEL023603-RA,,Q1DH02,UPI000069D616
AAEL023603,AAEL023603-RA,,Q171J5,UPI000069D616
AAEL013415,AAEL013415-RB,,A0A1S4FY37,UPI000B78081E
AAEL013415,AAEL013415-RB,,Q16K88,UPI000B78081E
AAEL013415,AAEL013415-RB,,Q16J79,UPI000B78081E
AAEL005247,AAEL005247-RA,,A0A1S4FA08,UPI000B78FA04
AAEL005247,AAEL005247-RA,,Q17AN8,UPI000B78FA04
AAEL005247,AAEL005247-RA,,Q17AN7,UPI000B78FA04
AAEL005247,AAEL005247-RB,,,UPI000B78B4E6
AAEL006491,AAEL006491-RA,,Q175W5,UPI0000DA9CF4
AAEL006491,AAEL006491-RB,,Q175W5,UPI0000DA9CF4
AAEL008199,AAEL008199-RA,,Q16ZE9,UPI0000DAA341
AAEL019770,AAEL019770-RA,,,UPI000B798ADB
AAEL019770,AAEL019770-RB,,,UPI000B76F393
AAEL019770,AAEL019770-RC,,,UPI000B775138
AAEL019770,AAEL019770-RD,,Q17DP3,UPI000B789C91
AAEL021515,AAEL021515-RA,,A0A1S4G7H7,UPI000B7896B6
AAEL021515,AAEL021515-RA,,Q17G82,UPI000B7896B6
AAEL021515,AAEL021515-RB,,,UPI000B7896B6
AAEL000515,AAEL000515-RA,,A0A1S4EW64,UPI000B77E753
AAEL000515,AAEL000515-RA,,Q17P55,UPI000B77E753
AAEL000036,AAEL000036-RA,,A0A1S4EUR9,UPI000B799996
AAEL000036,AAEL000036-RA,,Q1DGH2,UPI000B799996
AAEL000036,AAEL000036-RA,,Q0C768,UPI000B799996
AAEL023616,AAEL023616-RA,,,UPI000B76C62F
AAEL021618,AAEL021618-RA,,,UPI000B7729A8
AAEL021618,AAEL021618-RB,,,UPI000B774B97
AAEL021618,AAEL021618-RC,,Q0IGA9,UPI000B76C4C6
AAEL021618,AAEL021618-RD,,,UPI000B77C847
AAEL021618,AAEL021618-RE,,,UPI000B776D8D
AAEL021618,AAEL021618-RF,,,UPI000B78C56A
AAEL021618,AAEL021618-RG,,,UPI000B786B7B
AAEL004770,AAEL004770-RB,,Q17C05,UPI000B77B083
AAEL023028,AAEL023028-RA,,A0A0P6IY07,UPI0006EC3F8D
AAEL026535,AAEL026535-RA,,,UPI000B794F74
AAEL026535,AAEL026535-RB,,,UPI000B788470
AAEL026535,AAEL026535-RC,,A0A1S4FYV6,UPI000B794F74
AAEL026535,AAEL026535-RC,,Q16JA6,UPI000B794F74
AAEL008899,AAEL008899-RA,,Q16XF2,UPI0000DAA5DF
AAEL000284,AAEL000284-RB,,Q17PM4,UPI0000DA85D8
AAEL000284,AAEL000284-RA,,Q17PM4,UPI0000DA85D8
AAEL002237,AAEL002237-RA,,A0A1S4F133,UPI000B7842CB
AAEL002237,AAEL002237-RA,,Q17IW6,UPI000B7842CB
AAEL005558,AAEL005558-RA,,A0A1S4FB78,UPI000B7750E4
AAEL005558,AAEL005558-RA,,Q179N5,UPI000B7750E4
AAEL011562,AAEL011562-RA,Dronc,A0A1S4FTQ4,UPI000B77D69B
AAEL011562,AAEL011562-RA,Dronc,Q16PQ5,UPI000B77D69B
AAEL015450,AAEL015450-RA,,Q1HQM6,UPI0000D76F35
AAEL015450,AAEL015450-RA,,A0A1S4F5S9,UPI0000D76F35
AAEL015450,AAEL015450-RA,,J9E9H2,UPI0000D76F35
AAEL009588,AAEL009588-RB,,,UPI000B794C62
AAEL009588,AAEL009588-RC,,,UPI000B78C9B7
AAEL009588,AAEL009588-RD,,,UPI000B79591D
AAEL009588,AAEL009588-RE,,Q16ES5,UPI000B792DEA
AAEL009588,AAEL009588-RE,,O18557,UPI000B792DEA
AAEL009588,AAEL009588-RF,,,UPI000B794C62
AAEL009588,AAEL009588-RG,,,UPI000B7806C3
AAEL009588,AAEL009588-RH,,,UPI000B780811
AAEL009588,AAEL009588-RI,,Q16VE7,UPI000B780811
AAEL009588,AAEL009588-RI,,Q9NH86,UPI000B780811
AAEL009588,AAEL009588-RJ,,,UPI000B7806C3
AAEL009588,AAEL009588-RK,,,UPI000B77D040
AAEL009588,AAEL009588-RL,,,UPI000B7806C3
AAEL023588,AAEL023588-RA,,,UPI000B784544
AAEL000109,AAEL000109-RA,,,UPI000B76DBD7
AAEL000022,AAEL000022-RA,,A0A1S4EUQ1,UPI000B78D818
AAEL000022,AAEL000022-RA,,Q0C726,UPI000B78D818
AAEL004975,AAEL004975-RA,,A0A1S4F966,UPI00043BC38F
AAEL004975,AAEL004975-RA,,Q17BF9,UPI00043BC38F
AAEL021253,AAEL021253-RA,,A0A1S4G7D1,UPI000B771D22
AAEL021253,AAEL021253-RA,,Q16L25,UPI000B771D22
AAEL021253,AAEL021253-RA,,Q16L26,UPI000B771D22
AAEL021540,AAEL021540-RA,,Q16IE4,UPI0000000B5E
AAEL000793,AAEL000793-RA,,Q17N78,UPI0000DA87B0
AAEL000793,AAEL000793-RA,,Q8T9V7,UPI0000DA87B0
AAEL006551,AAEL006551-RA,,Q175U5,UPI0000DA9D07
AAEL008375,AAEL008375-RA,,A0A1S4FJF0,UPI00043BCFDC
AAEL008375,AAEL008375-RA,,Q16Z12,UPI00043BCFDC
AAEL008375,AAEL008375-RA,,A0A0P6JSM5,UPI00043BCFDC
AAEL002104,AAEL002104-RB,,Q17J86,UPI000B785071
AAEL002104,AAEL002104-RB,,A0A1S4F0P5,UPI000B785071
AAEL022487,AAEL022487-RA,,,UPI000B77420A
AAEL017050,AAEL017050-RA,Or101,A0A1S4G565,UPI000B78C0F5
AAEL017050,AAEL017050-RA,Or101,J9HZ65,UPI000B78C0F5
AAEL010324,AAEL010324-RA,,A0A1S4FQE1,UPI00043BCDCC
AAEL010324,AAEL010324-RA,,Q0IEI3,UPI00043BCDCC
AAEL025897,AAEL025897-RA,,,UPI000B76EE44
AAEL002155,AAEL002155-RA,,Q17J36,UPI0000DA8D2C
AAEL008574,AAEL008574-RB,,Q16YD0,UPI0000DAA4A4
AAEL008574,AAEL008574-RA,,Q16YD0,UPI0000DAA4A4
AAEL008574,AAEL008574-RD,,Q16YD0,UPI0000DAA4A4
AAEL008574,AAEL008574-RC,,Q16YD0,UPI0000DAA4A4
AAEL008574,AAEL008574-RE,,Q16YD0,UPI0000DAA4A4
AAEL008787,AAEL008787-RA,VhaA,,UPI000067A003
AAEL017289,AAEL017289-RA,,A0A1S4G5W4,UPI00043BA7DB
AAEL017289,AAEL017289-RA,,J9EAE4,UPI00043BA7DB
AAEL015356,AAEL015356-RA,,A0A1S4G4N1,UPI000B77E102
AAEL015356,AAEL015356-RA,,Q16L76,UPI000B77E102
AAEL015356,AAEL015356-RA,,Q1DH09,UPI000B77E102
AAEL019698,AAEL019698-RA,,Q16VK5,UPI000B791B63
AAEL019698,AAEL019698-RA,,Q16VK4,UPI000B791B63
AAEL019590,AAEL019590-RA,,Q17FV7,UPI000B77ED47
AAEL019590,AAEL019590-RA,,Q16L40,UPI000B77ED47
AAEL019590,AAEL019590-RB,,Q16L41,UPI000B789624
AAEL019590,AAEL019590-RB,,J9HS98,UPI000B789624
AAEL010202,AAEL010202-RA,,Q16ID8,UPI0000DAB836
AAEL010202,AAEL010202-RA,,Q16TL8,UPI0000DAB836
AAEL020943,AAEL020943-RA,,,UPI000B799DBF
AAEL014622,AAEL014622-RB,,,UPI000B7938BE
AAEL014622,AAEL014622-RC,,,UPI000B7938BE
AAEL014622,AAEL014622-RD,,,UPI000B76CC10
AAEL014622,AAEL014622-RE,,Q16FV5,UPI000B79A2DF
AAEL014622,AAEL014622-RF,,,UPI000B7938BE
AAEL014622,AAEL014622-RG,,,UPI000B7938BE
AAEL014622,AAEL014622-RH,,,UPI000B7938BE
AAEL014622,AAEL014622-RI,,,UPI000B7938BE
AAEL005985,AAEL005985-RA,,Q177Z0,UPI0000DA9AF5
AAEL005985,AAEL005985-RC,,,UPI000B7861AE
AAEL005985,AAEL005985-RB,,,UPI000B76C789
AAEL011753,AAEL011753-RA,,A0A1S4FUL7,UPI000B76FC55
AAEL011753,AAEL011753-RA,,Q16P61,UPI000B76FC55
AAEL011753,AAEL011753-RA,,A0A0D3QFS8,UPI000B76FC55
AAEL027055,AAEL027055-RA,,,UPI000B7713D5
AAEL019959,AAEL019959-RA,,,UPI000B77576E
AAEL008017,AAEL008017-RA,CYP4C50,Q16ZZ2,UPI0000DAA285
AAEL008017,AAEL008017-RA,CYP4C50,A0A3G1T1U2,UPI0000DAA285
AAEL008017,AAEL008017-RA,CYP4C50,A0A385JDH2,UPI0000DAA285
AAEL004310,AAEL004310-RA,,Q17D63,UPI0000DA94CD
AAEL017427,AAEL017427-RA,Or96,J9HJJ1,UPI0001D4B79F
AAEL005160,AAEL005160-RB,,Q17AX2,UPI000B790991
AAEL005160,AAEL005160-RC,,,UPI000B78F2CF
AAEL005160,AAEL005160-RD,,,UPI000B78F2CF
AAEL010567,AAEL010567-RB,,Q16SL1,UPI0009365A35
AAEL020942,AAEL020942-RA,,,UPI000B789574
AAEL020942,AAEL020942-RB,,,UPI000B776CF0
AAEL020942,AAEL020942-RC,,,UPI000B776CF0
AAEL020942,AAEL020942-RD,,,UPI000B782936
AAEL024364,AAEL024364-RA,,,UPI000B771554
AAEL012229,AAEL012229-RA,,Q16MQ6,UPI0000DAB296
AAEL019819,AAEL019819-RA,,,UPI000B787B87
AAEL019819,AAEL019819-RB,,A0A0P6IVP2,UPI000B76BC64
AAEL019819,AAEL019819-RB,,Q171C1,UPI000B76BC64
AAEL019819,AAEL019819-RC,,J9EBC0,UPI000B7947F4
AAEL019819,AAEL019819-RD,,,UPI000B787B87
AAEL019819,AAEL019819-RE,,Q171C0,UPI000B787B87
AAEL019819,AAEL019819-RF,,,UPI000B787B87
AAEL019819,AAEL019819-RG,,,UPI000B787B87
AAEL015527,AAEL015527-RA,,A0A1S4G4J9,UPI000B7912BE
AAEL015527,AAEL015527-RA,,Q173L6,UPI000B7912BE
AAEL015527,AAEL015527-RA,,Q1DGR1,UPI000B7912BE
AAEL006221,AAEL006221-RA,,A0A1S4FD31,UPI000B7727DD
AAEL006221,AAEL006221-RA,,Q176Z1,UPI000B7727DD
AAEL001065,AAEL001065-RA,,Q17MC2,UPI0000DA88DB
AAEL017563,AAEL017563-RA,,J9HHN1,UPI0001D4B62E
AAEL020287,AAEL020287-RA,,,UPI000B788EDE
AAEL022402,AAEL022402-RA,,Q9U4L1,UPI000B77F1E8
AAEL022402,AAEL022402-RB,,Q0IE91,UPI000B773767
AAEL022402,AAEL022402-RC,,,UPI000B77A3F5
AAEL027252,AAEL027252-RA,,,UPI000B79592D
AAEL002555,AAEL002555-RB,,Q17HV6,UPI000B7980EA
AAEL002555,AAEL002555-RC,,,UPI000B774FC1
AAEL002555,AAEL002555-RD,,,UPI000B791FA5
AAEL002555,AAEL002555-RE,,,UPI000B7980EA
AAEL002555,AAEL002555-RF,,,UPI000B791FA5
AAEL011002,AAEL011002-RB,ppk310,,UPI000B78BB39
AAEL020078,AAEL020078-RA,,A0A0C5BND0,UPI000B78FE71
AAEL025342,AAEL025342-RA,,,UPI000B784F14
AAEL020120,AAEL020120-RA,,,UPI000B780232
AAEL027519,AAEL027519-RA,,Q170C8,UPI0000DAA261
AAEL006691,AAEL006691-RA,,A0A1S4FEE8,UPI000B7809D2
AAEL006691,AAEL006691-RA,,Q175E3,UPI000B7809D2
AAEL027620,AAEL027620-RA,,,UPI000B76D8EF
AAEL027463,AAEL027463-RA,,,UPI000B7826B3
AAEL014357,AAEL014357-RB,,,UPI000B76E03F
AAEL014357,AAEL014357-RC,,,UPI000B787894
AAEL014357,AAEL014357-RD,,,UPI000B77391D
AAEL014357,AAEL014357-RE,,,UPI000B7976C8
AAEL014357,AAEL014357-RG,,,UPI000B773F69
AAEL014357,AAEL014357-RH,,Q16GJ6,UPI000B799C11
AAEL014357,AAEL014357-RI,,,UPI000B7922E4
AAEL014357,AAEL014357-RJ,,Q16GJ5,UPI000B77B6E9
AAEL013085,AAEL013085-RA,,A0A1S4FXZ0,UPI000B770F4A
AAEL013085,AAEL013085-RA,,Q16K81,UPI000B770F4A
AAEL013085,AAEL013085-RC,,,UPI000B78481C
AAEL013085,AAEL013085-RB,,,UPI000B78BB52
AAEL003343,AAEL003343-RB,,,UPI000B78A157
AAEL003343,AAEL003343-RC,,Q17FP0,UPI000B78A157
AAEL003343,AAEL003343-RD,,,UPI000B78A157
AAEL014253,AAEL014253-RB,,Q16H92,UPI000B78E917
AAEL014253,AAEL014253-RB,,Q16GV4,UPI000B78E917
AAEL001747,AAEL001747-RB,,Q17KB3,UPI000B78F411
AAEL002869,AAEL002869-RA,,Q17GV4,UPI0000DA9021
AAEL027765,AAEL027765-RA,,,UPI000B7964E0
AAEL003196,AAEL003196-RA,CCEAE2C,Q17G43,UPI0000DA9121
AAEL004175,AAEL004175-RA,RpS17,Q52UT2,UPI00005D61BE
AAEL007239,AAEL007239-RB,,Q172Z4,UPI0000DA9FAD
AAEL007239,AAEL007239-RB,,A0A1S4FG55,UPI0000DA9FAD
AAEL011460,AAEL011460-RA,,A0A1S4FTM4,UPI000B788036
AAEL011460,AAEL011460-RA,,Q16Q19,UPI000B788036
AAEL009156,AAEL009156-RA,,,UPI000B77AE86
AAEL027503,AAEL027503-RA,,,UPI000B7969C6
AAEL023847,AAEL023847-RA,,,UPI000B78467E
AAEL023847,AAEL023847-RB,,Q175V3,UPI000B78467E
AAEL011702,AAEL011702-RA,,Q16PA3,UPI0000DAB08B
AAEL009052,AAEL009052-RB,,,UPI000B78DB27
AAEL009052,AAEL009052-RC,,,UPI000B78DB27
AAEL009052,AAEL009052-RA,,A0A1S4FLJ3,UPI000B781DCC
AAEL009052,AAEL009052-RA,,Q16X00,UPI000B781DCC
AAEL021726,AAEL021726-RA,,,UPI000B794362
AAEL007449,AAEL007449-RB,,A0A0P6K143,UPI000B781C43
AAEL007449,AAEL007449-RB,,Q172C7,UPI000B781C43
AAEL007449,AAEL007449-RC,,,UPI000B78D7C5
AAEL007449,AAEL007449-RD,,,UPI000B781C43
AAEL007449,AAEL007449-RE,,,UPI000B78D7C5
AAEL007449,AAEL007449-RF,,,UPI000B7800F0
AAEL004881,AAEL004881-RB,,Q17BS9,UPI000B791067
AAEL004881,AAEL004881-RB,,Q16KK5,UPI000B791067
AAEL004881,AAEL004881-RB,,Q17BT0,UPI000B791067
AAEL011407,AAEL011407-RA,CTL20,A0A1S4FTH1,UPI000B7950AB
AAEL011407,AAEL011407-RA,CTL20,Q16Q44,UPI000B7950AB
AAEL001743,AAEL001743-RA,,Q17KC6,UPI0000DA8B83
AAEL000403,AAEL000403-RA,,Q0IGE6,UPI0000E26415
AAEL024461,AAEL024461-RA,,Q17EF1,UPI0000DA869A
AAEL003011,AAEL003011-RA,,Q17GH9,UPI0000DA909D
AAEL000270,AAEL000270-RA,,Q17PP0,UPI0000DA85C9
AAEL001995,AAEL001995-RA,,Q17JJ7,UPI0000DA8C90
AAEL027354,AAEL027354-RA,,,UPI000B78168E
AAEL013652,AAEL013652-RA,,A0A1S4FZV2,UPI000B78DB39
AAEL013652,AAEL013652-RA,,Q16II2,UPI000B78DB39
AAEL000937,AAEL000937-RB,,Q17MN8,UPI0000DA886B
AAEL000937,AAEL000937-RB,,A0EZR6,UPI0000DA886B
AAEL000937,AAEL000937-RA,,Q17MN7,UPI0000DA886C
AAEL009340,AAEL009340-RA,,A0A1S4FM20,UPI000B77DCC6
AAEL009340,AAEL009340-RB,,Q16W46,UPI000B77C432
AAEL019516,AAEL019516-RA,,Q16JD5,UPI000B76C8FD
AAEL019516,AAEL019516-RB,,Q16FE4,UPI000B79372F
AAEL019516,AAEL019516-RB,,Q16IK0,UPI000B79372F
AAEL019516,AAEL019516-RB,,Q16IK1,UPI000B79372F
AAEL019516,AAEL019516-RB,,Q16JD5,UPI000B79372F
AAEL002426,AAEL002426-RA,,A0A1S4F1X2,UPI000B7787EE
AAEL002426,AAEL002426-RA,,Q17N65,UPI000B7787EE
AAEL002426,AAEL002426-RA,,Q17I89,UPI000B7787EE
AAEL020652,AAEL020652-RA,,Q17NI2,UPI000B796D10
AAEL020652,AAEL020652-RA,,Q17DZ4,UPI000B796D10
AAEL027774,AAEL027774-RA,,,UPI000B782670
AAEL027774,AAEL027774-RB,,,UPI000B7833A7
AAEL027774,AAEL027774-RC,,,UPI000B7979E2
AAEL027774,AAEL027774-RD,,,UPI000B773295
AAEL027774,AAEL027774-RE,,,UPI000B77BCA2
AAEL027774,AAEL027774-RF,,,UPI000B788BDB
AAEL027774,AAEL027774-RG,,,UPI000B7956CC
AAEL027774,AAEL027774-RH,,,UPI000B797066
AAEL027774,AAEL027774-RI,,Q17DG9,UPI000B793520
AAEL027774,AAEL027774-RJ,,,UPI000B787459
AAEL027774,AAEL027774-RK,,,UPI000B77CA0B
AAEL002213,AAEL002213-RA,,A0A1S4F110,UPI000B775E1B
AAEL002213,AAEL002213-RA,,Q17IZ5,UPI000B775E1B
AAEL003259,AAEL003259-RA,,Q17G16,UPI0000DA913C
AAEL011901,AAEL011901-RA,,A0A1S4FV06,UPI000B7849C1
AAEL011901,AAEL011901-RA,,Q16NQ4,UPI000B7849C1
AAEL006653,AAEL006653-RB,,A0A1S4FE93,UPI000B77644B
AAEL006653,AAEL006653-RB,,Q175I1,UPI000B77644B
AAEL015607,AAEL015607-RA,,A0A1S4G4E5,UPI000B76CC7C
AAEL015607,AAEL015607-RA,,Q1DGJ5,UPI000B76CC7C
AAEL015607,AAEL015607-RA,,Q17NA5,UPI000B76CC7C
AAEL011135,AAEL011135-RA,,Q16QZ2,UPI0000DAAE55
AAEL013972,AAEL013972-RB,,,UPI000B772593
AAEL024424,AAEL024424-RA,,,UPI000B78A24B
AAEL024424,AAEL024424-RB,,Q16K49,UPI000B78A24B
AAEL011130,AAEL011130-RA,,Q16R02,UPI0000DAAE4B
AAEL008467,AAEL008467-RB,,Q16YQ7,UPI000B78FF3F
AAEL019735,AAEL019735-RA,,Q0IFF3,UPI000B77F72B
AAEL012710,AAEL012710-RA,,A0A1S4FXD7,UPI000B789447
AAEL012710,AAEL012710-RA,,Q16LA5,UPI000B789447
AAEL012710,AAEL012710-RB,,Q16LA4,UPI000B773DCF
AAEL011780,AAEL011780-RA,,A0A1S4FUJ8,UPI000B792DCB
AAEL011780,AAEL011780-RA,,Q16P35,UPI000B792DCB
AAEL015609,AAEL015609-RB,,Q17GG5,UPI000B78F548
AAEL015609,AAEL015609-RB,,J9HS82,UPI000B78F548
AAEL015609,AAEL015609-RC,,Q1DGJ4,UPI000B77721A
AAEL015609,AAEL015609-RC,,A0A1S4F3H9,UPI000B77721A
AAEL001518,AAEL001518-RB,,,UPI000B78445B
AAEL001518,AAEL001518-RC,,Q17L08,UPI000B790A23
AAEL001518,AAEL001518-RC,,A0A1S4EZ00,UPI000B790A23
AAEL001518,AAEL001518-RD,,Q17L08,UPI000B78445B
AAEL001518,AAEL001518-RD,,A0A0N8ERW6,UPI000B78445B
AAEL020564,AAEL020564-RA,,,UPI000B76DACF
AAEL000986,AAEL000986-RB,,Q17MK2,UPI0000DA888D
AAEL000986,AAEL000986-RB,,Q17MK1,UPI0000DA888D
AAEL002599,AAEL002599-RA,,Q17HP0,UPI0000DA8F0B
AAEL005093,AAEL005093-RA,CLIPB46,A0A1S4F9J1,UPI000B76BF36
AAEL005093,AAEL005093-RA,CLIPB46,Q17B40,UPI000B76BF36
AAEL026878,AAEL026878-RA,,,UPI000B776DA8
AAEL026878,AAEL026878-RB,,Q173B1,UPI000B776DA8
AAEL026878,AAEL026878-RB,,A0A0P6J0V5,UPI000B776DA8
AAEL026878,AAEL026878-RC,,,UPI000B776DA8
AAEL012327,AAEL012327-RA,,Q16ME9,UPI0000DAB2F8
AAEL022941,AAEL022941-RA,,Q17I35,UPI000B78B903
AAEL020539,AAEL020539-RA,,,UPI000B78BB50
AAEL020539,AAEL020539-RB,,,UPI000B78BB50
AAEL020539,AAEL020539-RC,,,UPI000B78BB50
AAEL001962,AAEL001962-RA,,A0A1S4F0A3,UPI000B76BC6A
AAEL006378,AAEL006378-RA,,A0A1S4FDA6,UPI000B77CA10
AAEL006378,AAEL006378-RA,,Q176H3,UPI000B77CA10
AAEL020754,AAEL020754-RA,,,UPI000B78A49C
AAEL004523,AAEL004523-RA,,Q17CM3,UPI0000DA9586
AAEL004523,AAEL004523-RA,,Q95P60,UPI0000DA9586
AAEL004523,AAEL004523-RA,,Q8T4Q3,UPI0000DA9586
AAEL004523,AAEL004523-RA,,Q9BMG6,UPI0000DA9586
AAEL004523,AAEL004523-RA,,Q8T4Q2,UPI0000DA9586
AAEL008651,AAEL008651-RA,,Q16Y59,UPI0000DAA4E8
AAEL009275,AAEL009275-RB,,Q1HR05,UPI0000D76EB6
AAEL009275,AAEL009275-RB,,Q5QCA0,UPI0000D76EB6
AAEL009275,AAEL009275-RC,,,UPI000B776D1D
AAEL009275,AAEL009275-RA,,Q1HR05,UPI0000D76EB6
AAEL021010,AAEL021010-RA,,,UPI000B784920
AAEL012442,AAEL012442-RC,,Q16M35,UPI000B76D5CA
AAEL012442,AAEL012442-RC,,A0A1S4FWH8,UPI000B76D5CA
AAEL012442,AAEL012442-RC,,Q16M34,UPI000B76D5CA
AAEL012442,AAEL012442-RD,,,UPI000B76D5CA
AAEL009000,AAEL009000-RA,,A0A1S4FL07,UPI000B77B948
AAEL006844,AAEL006844-RB,GPRTYR,A0A1S4FER2,UPI000B789A2D
AAEL006844,AAEL006844-RB,GPRTYR,Q174N1,UPI000B789A2D
AAEL004643,AAEL004643-RA,mRpL1,A0A1S4F875,UPI000B79752E
AAEL004643,AAEL004643-RA,mRpL1,Q17CA4,UPI000B79752E
AAEL003503,AAEL003503-RA,,Q17F70,UPI0000DA925D
AAEL004567,AAEL004567-RA,,Q17CH3,UPI0000DA95B6
AAEL025086,AAEL025086-RA,,,UPI000B776CB3
AAEL003244,AAEL003244-RA,,A0A1S4F456,UPI000B77EC5D
AAEL003244,AAEL003244-RA,,Q17FZ8,UPI000B77EC5D
AAEL013436,AAEL013436-RA,,A0A1S4FZI9,UPI000B794111
AAEL013436,AAEL013436-RA,,Q16J48,UPI000B794111
AAEL009705,AAEL009705-RA,,A0A1S4FN40,UPI000B78976E
AAEL009705,AAEL009705-RA,,Q16V31,UPI000B78976E
AAEL002004,AAEL002004-RA,,Q17JI8,UPI0000DA8C98
AAEL014425,AAEL014425-RB,,A0A1S4G2B3,UPI000B77A1BA
AAEL014425,AAEL014425-RF,,,UPI000B7878D8
AAEL014425,AAEL014425-RC,,A0A1S4G2B3,UPI000B77A1BA
AAEL014425,AAEL014425-RC,,Q16GC5,UPI000B77A1BA
AAEL014425,AAEL014425-RA,,A0A1S4G2B3,UPI000B77A1BA
AAEL014425,AAEL014425-RE,,A0A1S4G2B3,UPI000B77A1BA
AAEL014425,AAEL014425-RD,,A0A1S4G2B3,UPI000B77A1BA
AAEL024947,AAEL024947-RA,,Q171N9,UPI0000DAA108
AAEL008269,AAEL008269-RB,,,UPI000B786D28
AAEL008269,AAEL008269-RC,,,UPI000B77AC42
AAEL008269,AAEL008269-RD,,Q16ZA4,UPI000B7781EC
AAEL012557,AAEL012557-RA,,A0A1S4FWU5,UPI000B78C75B
AAEL012557,AAEL012557-RA,,Q16LQ8,UPI000B78C75B
AAEL010522,AAEL010522-RA,,A0A1S4FQJ4,UPI00043BB715
AAEL010522,AAEL010522-RA,,Q16SQ3,UPI00043BB715
AAEL005490,AAEL005490-RA,,Q179X0,UPI0000DA9922
AAEL011579,AAEL011579-RA,,A0A1S4FTL7,UPI000B79639E
AAEL011579,AAEL011579-RA,,Q16PN2,UPI000B79639E
AAEL007273,AAEL007273-RA,,A0A1S4FFY8,UPI000B77B86F
AAEL007273,AAEL007273-RA,,Q172U2,UPI000B77B86F
AAEL007273,AAEL007273-RA,,Q16HQ8,UPI000B77B86F
AAEL000869,AAEL000869-RA,,Q17MW4,UPI000B775828
AAEL000869,AAEL000869-RA,,A0A1S4EX36,UPI000B775828
AAEL008153,AAEL008153-RB,,Q16ZK0,UPI0000DAA30F
AAEL008153,AAEL008153-RB,,Q16ZJ9,UPI0000DAA30F
AAEL021581,AAEL021581-RA,,,UPI000B79746B
AAEL021581,AAEL021581-RB,,,UPI000B79746B
AAEL021581,AAEL021581-RC,,,UPI000B79746B
AAEL021581,AAEL021581-RD,,Q17KY1,UPI000B79746B
