"species","mirna","enrichment_fdr","n_genes","pathway_genes","fold_enrichment","pathway","url","genes","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","ensembl_id"
"Aedes albopictus","aal-miR-976-5p",0.01505221,9,1107,3.16802168,"GO:0032553 ribonucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0032553","CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00883841,11,1377,3.11280562,"GO:0036094 small molecule binding","http://amigo.geneontology.org/amigo/term/GO:0036094","CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 CCG011190.1 RP20_CCG013836.3 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.01505221,10,1290,3.02067183,"GO:0000166 nucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0000166","CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG013836.3 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.01505221,10,1290,3.02067183,"GO:1901265 nucleoside phosphate binding","http://amigo.geneontology.org/amigo/term/GO:1901265","CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG010133 RP20_CCG013836.3 RP20_CCG021374 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.00868957,14,2082,2.62023695,"GO:0005515 protein binding","http://amigo.geneontology.org/amigo/term/GO:0005515","RP20_CCG001034 RP20_CCG003693 CCG004387.1 RP20_CCG004459.2 CCG007727.1 CCG010457.1 RP20_CCG010796 RP20_CCG017609.3 CCG017793.1 RP20_CCG019400 RP20_CCG021374 CCG021458.1 RP20_CCG026317 RP20_CCG028366","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-976-5p",0.01335238,18,3353,2.09185804,"GO:0043167 ion binding","http://amigo.geneontology.org/amigo/term/GO:0043167","CCG000949.1 CCG002018.1 RP20_CCG004459.2 CCG004698.1 RP20_CCG008705 RP20_CCG010133 CCG011190.1 RP20_CCG013836.3 CCG016454.1 RP20_CCG017609.3 CCG020474.1 RP20_CCG021374 CCG021458.1 RP20_CCG023880 RP20_CCG024828.2 RP20_CCG026099 RP20_CCG026317 RP20_CCG028366","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00678162,2,18,64.9444444,"GO:0006665 sphingolipid metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006665","CCG001475.1 CCG012626.1","GO Biological Process","phospholipid","shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00869855,2,21,55.6666667,"GO:0044242 cellular lipid catabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044242","CCG001475.1 RP20_CCG008617.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.01027841,3,106,16.5424528,"GO:0032787 monocarboxylic acid metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0032787","CCG002759.1 RP20_CCG008617.2 RP20_CCG013836.3","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00110777,5,214,13.6565421,"GO:0044255 cellular lipid metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044255","CCG001475.1 RP20_CCG008617.2 CCG010259.1 CCG012626.1 RP20_CCG013836.3","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.0103875,4,250,9.352,"GO:0006468 protein phosphorylation","http://amigo.geneontology.org/amigo/term/GO:0006468","CCG004698.1 RP20_CCG004782 CCG007520.1 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00549171,5,352,8.30255682,"GO:0006629 lipid metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006629","CCG001475.1 RP20_CCG008617.2 CCG010259.1 CCG012626.1 RP20_CCG013836.3","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00030558,9,679,7.74742268,"GO:0006793 phosphorus metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006793","CCG000070.1 CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 CCG007520.1 CCG010259.1 RP20_CCG017417.2 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00094219,8,668,7,"GO:0006796 phosphate-containing compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006796","CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 CCG007520.1 CCG010259.1 RP20_CCG017417.2 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.0096115,5,422,6.92535545,"GO:0016310 phosphorylation","http://amigo.geneontology.org/amigo/term/GO:0016310","CCG004698.1 RP20_CCG004782 CCG007520.1 CCG010259.1 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00110777,8,758,6.16886544,"GO:0036211 protein modification proc.","http://amigo.geneontology.org/amigo/term/GO:0036211","RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 CCG015279.1 RP20_CCG017417.2 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00110777,8,758,6.16886544,"GO:0006464 cellular protein modification proc.","http://amigo.geneontology.org/amigo/term/GO:0006464","RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 CCG015279.1 RP20_CCG017417.2 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00172413,8,847,5.52066116,"GO:0043412 macromolecule modification","http://amigo.geneontology.org/amigo/term/GO:0043412","RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 CCG015279.1 RP20_CCG017417.2 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00364446,9,1250,4.2084,"GO:0044267 cellular protein metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044267","RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 CCG015279.1 RP20_CCG017417.2 CCG025888.1 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00678162,10,1739,3.36112708,"GO:0009058 biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0009058","CCG000070.1 CCG002759.1 RP20_CCG007284.3 RP20_CCG007304.2 RP20_CCG008617.2 CCG010259.1 CCG012626.1 CCG014553.1 CCG017793.1 CCG025888.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00377586,12,2264,3.09805654,"GO:1901564 organonitrogen compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:1901564","CCG001475.1 CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 CCG012626.1 CCG015279.1 RP20_CCG017417.2 CCG025888.1 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00057633,18,3743,2.81084691,"GO:0044237 cellular metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044237","CCG000070.1 CCG001475.1 CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 RP20_CCG007304.2 CCG007520.1 RP20_CCG008617.2 CCG010259.1 CCG012626.1 RP20_CCG013836.3 CCG015279.1 RP20_CCG017417.2 CCG017793.1 CCG025888.1 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00110777,18,4298,2.44788274,"GO:0044238 primary metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044238","CCG000070.1 CCG001475.1 CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 RP20_CCG007304.2 CCG007520.1 RP20_CCG008617.2 CCG010259.1 CCG012626.1 RP20_CCG013836.3 CCG015279.1 RP20_CCG017417.2 CCG017793.1 CCG025888.1 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00177888,18,4512,2.33178191,"GO:0071704 organic substance metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0071704","CCG000070.1 CCG001475.1 CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 RP20_CCG007304.2 CCG007520.1 RP20_CCG008617.2 CCG010259.1 CCG012626.1 RP20_CCG013836.3 CCG015279.1 RP20_CCG017417.2 CCG017793.1 CCG025888.1 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00110777,19,4769,2.32868526,"GO:0008152 metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0008152","CCG000070.1 CCG001475.1 CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 RP20_CCG007304.2 CCG007520.1 RP20_CCG008617.2 CCG010259.1 CCG012626.1 RP20_CCG013836.3 CCG014553.1 CCG015279.1 RP20_CCG017417.2 CCG017793.1 CCG025888.1 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.01039537,15,3945,2.22243346,"GO:0006807 nitrogen compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006807","CCG000070.1 CCG001475.1 CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 RP20_CCG007304.2 CCG007520.1 CCG012626.1 CCG015279.1 RP20_CCG017417.2 CCG017793.1 CCG025888.1 CCG027634.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.02546774,2,20,58.45,"GO:0098791 Golgi apparatus subcompartment","http://amigo.geneontology.org/amigo/term/GO:0098791","RP20_CCG007284.3 CCG015582.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.03728022,2,51,22.9215686,"GO:0005777 peroxisome","http://amigo.geneontology.org/amigo/term/GO:0005777","RP20_CCG008617.2 RP20_CCG013836.3","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.03728022,2,51,22.9215686,"GO:0042579 microbody","http://amigo.geneontology.org/amigo/term/GO:0042579","RP20_CCG008617.2 RP20_CCG013836.3","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.03728022,3,185,9.47837838,"GO:0031984 organelle subcompartment","http://amigo.geneontology.org/amigo/term/GO:0031984","RP20_CCG007284.3 CCG015582.1 RP20_CCG017528","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.02546774,9,1599,3.28986867,"GO:0005737 cytoplasm","http://amigo.geneontology.org/amigo/term/GO:0005737","CCG004132.1 RP20_CCG007284.3 RP20_CCG008617.2 RP20_CCG011217 RP20_CCG013836.3 CCG015582.1 RP20_CCG017528 CCG017793.1 CCG025888.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00173496,2,5,233.8,"GO:0003997 acyl-CoA oxidase activity","http://amigo.geneontology.org/amigo/term/GO:0003997","RP20_CCG008617.2 RP20_CCG013836.3","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.02284498,1,3,194.833333,"GO:0004348 glucosylceramidase activity","http://amigo.geneontology.org/amigo/term/GO:0004348","CCG001475.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.02284498,1,3,194.833333,"GO:0016843 amine-lyase activity","http://amigo.geneontology.org/amigo/term/GO:0016843","CCG014553.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.02284498,1,3,194.833333,"GO:0016844 strictosidine synthase activity","http://amigo.geneontology.org/amigo/term/GO:0016844","CCG014553.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00210815,2,7,167,"GO:0016634 oxidoreductase activity acting on the CH-CH group of donors oxygen as acceptor","http://amigo.geneontology.org/amigo/term/GO:0016634","RP20_CCG008617.2 RP20_CCG013836.3","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.01337968,2,35,33.4,"GO:0071949 FAD binding","http://amigo.geneontology.org/amigo/term/GO:0071949","RP20_CCG008617.2 RP20_CCG013836.3","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.02284498,2,60,19.4833333,"GO:0004721 phosphoprotein phosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0004721","RP20_CCG003693 RP20_CCG017417.2","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00379889,5,315,9.27777778,"GO:0016773 phosphotransferase activity alcohol group as acceptor","http://amigo.geneontology.org/amigo/term/GO:0016773","CCG004698.1 RP20_CCG004782 CCG007520.1 CCG010259.1 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00877433,4,256,9.1328125,"GO:0004672 protein kinase activity","http://amigo.geneontology.org/amigo/term/GO:0004672","CCG004698.1 RP20_CCG004782 CCG007520.1 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00663528,5,413,7.07627119,"GO:0016301 kinase activity","http://amigo.geneontology.org/amigo/term/GO:0016301","CCG004698.1 RP20_CCG004782 CCG007520.1 CCG010259.1 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00663528,6,631,5.55784469,"GO:0016772 transferase activity transferring phosphorus-containing groups","http://amigo.geneontology.org/amigo/term/GO:0016772","CCG004698.1 RP20_CCG004782 CCG007520.1 RP20_CCG008758.2 CCG010259.1 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00173496,10,1281,4.56284153,"GO:0043168 anion binding","http://amigo.geneontology.org/amigo/term/GO:0043168","CCG000070.1 CCG002759.1 CCG004698.1 RP20_CCG004782 CCG007520.1 RP20_CCG008617.2 CCG010259.1 RP20_CCG013836.3 CCG015582.1 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00379889,9,1290,4.07790698,"GO:0000166 nucleotide binding","http://amigo.geneontology.org/amigo/term/GO:0000166","CCG000070.1 CCG002759.1 CCG004698.1 RP20_CCG004782 CCG007520.1 RP20_CCG008617.2 CCG010259.1 RP20_CCG013836.3 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00379889,9,1290,4.07790698,"GO:1901265 nucleoside phosphate binding","http://amigo.geneontology.org/amigo/term/GO:1901265","CCG000070.1 CCG002759.1 CCG004698.1 RP20_CCG004782 CCG007520.1 RP20_CCG008617.2 CCG010259.1 RP20_CCG013836.3 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.02284498,6,887,3.95377678,"GO:0005524 ATP binding","http://amigo.geneontology.org/amigo/term/GO:0005524","CCG002759.1 CCG004698.1 RP20_CCG004782 CCG007520.1 CCG010259.1 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00465168,9,1377,3.82026144,"GO:0036094 small molecule binding","http://amigo.geneontology.org/amigo/term/GO:0036094","CCG000070.1 CCG002759.1 CCG004698.1 RP20_CCG004782 CCG007520.1 RP20_CCG008617.2 CCG010259.1 RP20_CCG013836.3 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.01279297,8,1337,3.4973822,"GO:0016740 transferase activity","http://amigo.geneontology.org/amigo/term/GO:0016740","CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 RP20_CCG008758.2 CCG010259.1 CCG015279.1 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.01549792,13,3353,2.26617954,"GO:0043167 ion binding","http://amigo.geneontology.org/amigo/term/GO:0043167","CCG000070.1 CCG002759.1 CCG004132.1 CCG004698.1 RP20_CCG004782 RP20_CCG007304.2 CCG007520.1 RP20_CCG008617.2 RP20_CCG008758.2 CCG010259.1 RP20_CCG013836.3 CCG015582.1 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.00465168,17,4537,2.19010359,"GO:0003824 catalytic activity","http://amigo.geneontology.org/amigo/term/GO:0003824","CCG000070.1 CCG001475.1 CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 RP20_CCG008617.2 RP20_CCG008758.2 CCG010259.1 CCG012626.1 RP20_CCG013836.3 CCG014553.1 CCG015279.1 RP20_CCG017417.2 CCG027634.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.01717132,1,6,97.4166667,"Path:aalb04341 Hedgehog signaling pathway-fly","http://www.genome.jp/kegg-bin/show_pathway?aalb04341","CCG017659.2","KEGG","other","shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.02870291,1,17,34.3823529,"Path:aalb04141 Protein processing in endoplasmic reticulum","http://www.genome.jp/kegg-bin/show_pathway?aalb04141","RP20_CCG017528","KEGG",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-993-3p",0.01717132,2,95,12.3052632,"Path:aalb01100 Metabolic pathways","http://www.genome.jp/kegg-bin/show_pathway?aalb01100","CCG010259.1 CCG012626.1","KEGG",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-998",0.00467806,2,3,254.130435,"GO:0032482 Rab protein signal transduction","http://amigo.geneontology.org/amigo/term/GO:0032482","CCG013738.1 CCG016318.3","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-998",0.03209569,2,15,50.826087,"GO:0007265 Ras protein signal transduction","http://amigo.geneontology.org/amigo/term/GO:0007265","CCG013738.1 CCG016318.3","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-998",0.0129886,3,41,27.8923648,"GO:0061919 proc. utilizing autophagic mechanism","http://amigo.geneontology.org/amigo/term/GO:0061919","CCG005424.1 CCG013738.1 CCG016318.3","GO Biological Process","immune","shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
