"uniprot_id","species","mirna_expression","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id","log10_fdr","term_wrapped"
"Q0IE98","Aedes aegypti","up-regulated","GO:0023051","Regulation of signaling",53,1089,0.28,0.52,0.00044,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.35654732351381,"Regulation of signaling"
"Q0IE99","Aedes aegypti","up-regulated","GO:0023051","Regulation of signaling",53,1089,0.28,0.52,0.00044,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.35654732351381,"Regulation of signaling"
"Q170K8","Aedes aegypti","up-regulated","GO:0023051","Regulation of signaling",53,1089,0.28,0.52,0.00044,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.35654732351381,"Regulation of signaling"
"Q171J8","Aedes aegypti","up-regulated","GO:0023051","Regulation of signaling",53,1089,0.28,0.52,0.00044,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.35654732351381,"Regulation of signaling"
"Q17DL2","Aedes aegypti","up-regulated","GO:0023051","Regulation of signaling",53,1089,0.28,0.52,0.00044,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.35654732351381,"Regulation of signaling"
"Q17G69","Aedes aegypti","up-regulated","GO:0023051","Regulation of signaling",53,1089,0.28,0.52,0.00044,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.35654732351381,"Regulation of signaling"
"Q16I88","Aedes aegypti","up-regulated","GO:0000902","Cell morphogenesis",34,577,0.36,0.55,0.00055,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Cell morphogenesis"
"Q170K8","Aedes aegypti","up-regulated","GO:0000902","Cell morphogenesis",34,577,0.36,0.55,0.00055,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Cell morphogenesis"
"Q17HG6","Aedes aegypti","up-regulated","GO:0000902","Cell morphogenesis",34,577,0.36,0.55,0.00055,"AAEL002690",NA,NA,NA,"motor neuron axon guidance",NA,"Beat protein",NA,"C2-set_2,Ig_3","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Cell morphogenesis"
"Q17MT6","Aedes aegypti","up-regulated","GO:0000902","Cell morphogenesis",34,577,0.36,0.55,0.00055,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Cell morphogenesis"
"Q0IE98","Aedes aegypti","up-regulated","GO:0060562","Epithelial tube morphogenesis",30,475,0.39,0.56,0.00055,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Epithelial tube morphogenesis"
"Q0IE99","Aedes aegypti","up-regulated","GO:0060562","Epithelial tube morphogenesis",30,475,0.39,0.56,0.00055,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Epithelial tube morphogenesis"
"Q170K8","Aedes aegypti","up-regulated","GO:0060562","Epithelial tube morphogenesis",30,475,0.39,0.56,0.00055,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Epithelial tube morphogenesis"
"Q17DL2","Aedes aegypti","up-regulated","GO:0060562","Epithelial tube morphogenesis",30,475,0.39,0.56,0.00055,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Epithelial tube morphogenesis"
"Q17G69","Aedes aegypti","up-regulated","GO:0060562","Epithelial tube morphogenesis",30,475,0.39,0.56,0.00055,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Epithelial tube morphogenesis"
"Q0IE98","Aedes aegypti","up-regulated","GO:0007560","Imaginal disc morphogenesis",27,402,0.42,0.58,0.00055,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Imaginal disc morphogenesis"
"Q0IE99","Aedes aegypti","up-regulated","GO:0007560","Imaginal disc morphogenesis",27,402,0.42,0.58,0.00055,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Imaginal disc morphogenesis"
"Q170K8","Aedes aegypti","up-regulated","GO:0007560","Imaginal disc morphogenesis",27,402,0.42,0.58,0.00055,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Imaginal disc morphogenesis"
"Q17DL2","Aedes aegypti","up-regulated","GO:0007560","Imaginal disc morphogenesis",27,402,0.42,0.58,0.00055,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Imaginal disc morphogenesis"
"Q17G69","Aedes aegypti","up-regulated","GO:0007560","Imaginal disc morphogenesis",27,402,0.42,0.58,0.00055,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Imaginal disc morphogenesis"
"Q17DL2","Aedes aegypti","up-regulated","GO:0045664","Regulation of neuron differentiation",12,92,0.71,0.7,0.00055,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Regulation of neuron
differentiation"
"Q17G69","Aedes aegypti","up-regulated","GO:0045664","Regulation of neuron differentiation",12,92,0.71,0.7,0.00055,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.25963731050576,"Regulation of neuron
differentiation"
"Q0IE98","Aedes aegypti","up-regulated","GO:0035120","Post-embryonic appendage morphogenesis",24,333,0.45,0.59,0.00056,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.2518119729938,"Post-embryonic appendage
morphogenesis"
"Q0IE99","Aedes aegypti","up-regulated","GO:0035120","Post-embryonic appendage morphogenesis",24,333,0.45,0.59,0.00056,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.2518119729938,"Post-embryonic appendage
morphogenesis"
"Q17DL2","Aedes aegypti","up-regulated","GO:0035120","Post-embryonic appendage morphogenesis",24,333,0.45,0.59,0.00056,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.2518119729938,"Post-embryonic appendage
morphogenesis"
"Q17G69","Aedes aegypti","up-regulated","GO:0035120","Post-embryonic appendage morphogenesis",24,333,0.45,0.59,0.00056,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.2518119729938,"Post-embryonic appendage
morphogenesis"
"Q0IE98","Aedes aegypti","up-regulated","GO:0048749","Compound eye development",23,311,0.46,0.6,0.00057,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.24412514432751,"Compound eye development"
"Q0IE99","Aedes aegypti","up-regulated","GO:0048749","Compound eye development",23,311,0.46,0.6,0.00057,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.24412514432751,"Compound eye development"
"Q17HA9","Aedes aegypti","up-regulated","GO:0048749","Compound eye development",23,311,0.46,0.6,0.00057,"AAEL002754",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","KIRREL","C2-set_2,I-set,Ig_2,Ig_3,ig",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.24412514432751,"Compound eye development"
"Q0IE98","Aedes aegypti","up-regulated","GO:0007444","Imaginal disc development",34,579,0.36,0.55,0.00057,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.24412514432751,"Imaginal disc development"
"Q0IE99","Aedes aegypti","up-regulated","GO:0007444","Imaginal disc development",34,579,0.36,0.55,0.00057,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.24412514432751,"Imaginal disc development"
"Q170K8","Aedes aegypti","up-regulated","GO:0007444","Imaginal disc development",34,579,0.36,0.55,0.00057,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.24412514432751,"Imaginal disc development"
"Q17DL2","Aedes aegypti","up-regulated","GO:0007444","Imaginal disc development",34,579,0.36,0.55,0.00057,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",3.24412514432751,"Imaginal disc development"
