"mRNA","uniprot_id","gene_name","microRNA","energy","targetStart","targetEnd","score"
"ENST00000367701","Q5TC79","ZBTB37","hsa-miR-548ba",-13.28,9492,9545,0.998505840700875
"ENST00000257536","B4DZA8","CCNJL","hsa-let-7b-5p",-16.4,162,181,0.998504941834758
"ENST00000304916","Q96KN1","FAM84B","hsa-let-7b-3p",-14.4,3753,3767,0.99849920495523
"ENST00000312957","P57087","JAM2","hsa-let-7b-3p",-14.4,2670,2690,0.99849920495523
"ENST00000355029","Q7Z628","NET1","hsa-let-7b-3p",-12.8,1868,1883,0.99849920495523
"ENST00000371145","Q8N3U4","STAG2","hsa-let-7b-3p",-14.4,1897,1911,0.99849920495523
"ENST00000371157","Q8N3U4","STAG2","hsa-let-7b-3p",-14.4,1897,1911,0.99849920495523
"ENST00000371160","Q8N3U4","STAG2","hsa-let-7b-3p",-14.4,1897,1911,0.99849920495523
"ENST00000480456","P57087","JAM2","hsa-let-7b-3p",-14.4,2670,2690,0.99849920495523
"ENST00000347302","Q13398","ZNF211","hsa-miR-548ba",-13.5,568,592,0.998492064294985
"ENST00000348721","Q9NSE2","CISH","hsa-miR-548ba",-10.9,1049,1068,0.998492064294985
"ENST00000443053","Q9NSE2","CISH","hsa-miR-548ba",-10.9,1049,1068,0.998492064294985
"ENST00000526355","P33402","GUCY1A2","hsa-let-7b-5p",-12.4,13120,13139,0.998492064294985
"ENST00000541801","A0A0A0MTK1","ZNF211","hsa-miR-548ba",-13.5,568,592,0.998492064294985
"ENST00000595464","Q9P296","C5AR2","hsa-miR-548ba",-14.6,5226,5249,0.998492064294985
"ENST00000339298","Q8WXH5","SOCS4","hsa-let-7b-5p",-19.85,1803,1850,0.998490472534933
"ENST00000368850","Q9P1I2","SLC16A10","hsa-let-7b-5p",-19.54,5460,5502,0.998490472534933
"ENST00000368851","Q8TF71","SLC16A10","hsa-let-7b-5p",-19.54,5460,5502,0.998490472534933
"ENST00000395472","Q8WXH5","SOCS4","hsa-let-7b-5p",-19.85,1803,1850,0.998490472534933
"ENST00000555846","Q8WXH5","SOCS4","hsa-let-7b-5p",-19.85,1803,1850,0.998490472534933
"ENST00000589189","K7EJV8","GALNT1","hsa-let-7b-5p",-19.28,501,552,0.998490472534933
"ENST00000440394","Q8IUD2","ERC1","hsa-miR-548ba",-9.4,523,542,0.998486518206428
"ENST00000537824","F5GZ18","CSMD1","hsa-miR-548ba",-9,321,338,0.998486518206428
"ENST00000635120","A0A0U1RQY1","CSMD1","hsa-miR-548ba",-9,321,338,0.998486518206428
"ENST00000649796",NA,NA,"hsa-miR-548ba",-10.4,622,635,0.998486518206428
"ENST00000366782","B1AP22","PSEN2","hsa-miR-548ba",-9.8,407,430,0.998483347999768
"ENST00000366783","P49810","PSEN2","hsa-miR-548ba",-9.8,407,430,0.998483347999768
"ENST00000520719","H0YB03","RMDN1","hsa-miR-548ba",-11.72,27,47,0.998483347999768
"ENST00000626989","B1AP22","PSEN2","hsa-miR-548ba",-9.8,407,430,0.998483347999768
"ENST00000677414",NA,NA,"hsa-miR-548ba",-9.8,407,430,0.998483347999768
"ENST00000677880",NA,NA,"hsa-miR-548ba",-9.8,407,430,0.998483347999768
"ENST00000678320",NA,NA,"hsa-miR-548ba",-9.8,407,430,0.998483347999768
"ENST00000679088",NA,NA,"hsa-miR-548ba",-9.8,407,430,0.998483347999768
"ENST00000261263","Q9UL25","RAB21","hsa-miR-548ba",-14.92,1193,1212,0.998481855332851
"ENST00000284881","Q9NYK6","C21orf91","hsa-miR-548ba",-16.24,557,577,0.998481855332851
"ENST00000296145","P13385","TDGF1","hsa-miR-548ba",-15.2,100,113,0.998481855332851
"ENST00000229002","Q9H628","RERGL","hsa-miR-548ba",-14.29,126,169,0.998480785476809
"ENST00000246024","Q9H1E5","TMX4","hsa-miR-548ba",-9.98,3318,3373,0.998480785476809
"ENST00000339475","P32243","OTX2","hsa-miR-548ba",-17.25,702,748,0.998480785476809
"ENST00000341893","Q8IW35","CEP97","hsa-miR-548ba",-14.1,2081,2105,0.998480785476809
"ENST00000367245","Q8N699","MYCT1","hsa-miR-548ba",-11.16,982,1022,0.998480785476809
"ENST00000408990","P32243","OTX2","hsa-miR-548ba",-17.25,702,748,0.998480785476809
"ENST00000417764","E9PBQ4","NR4A2","hsa-miR-548ba",-12.06,265,304,0.998480785476809
"ENST00000417972","E9PBQ4","NR4A2","hsa-miR-548ba",-12.06,265,304,0.998480785476809
"ENST00000520497","E5RK64","VAPB","hsa-miR-548ba",-16.44,407,453,0.998480785476809
"ENST00000538724","F5H686","RERGL","hsa-miR-548ba",-14.29,126,169,0.998480785476809
"ENST00000672264",NA,NA,"hsa-miR-548ba",-17.25,702,748,0.998480785476809
"ENST00000675870",NA,NA,"hsa-miR-548ba",-12.06,265,304,0.998480785476809
"ENST00000211998","P18206","VCL","hsa-let-7b-5p",-16.91,1897,1946,0.998480195391375
"ENST00000680783",NA,NA,"hsa-miR-548ba",-12.16,3459,3499,0.998480195391375
"ENST00000367731","Q9UQ16","DNM3","hsa-let-7b-3p",-20.71,174,245,0.998473723288933
"ENST00000627582","Q9UQ16","DNM3","hsa-let-7b-3p",-20.71,174,245,0.998473723288933
"ENST00000281092","P16591","FER","hsa-miR-548ba",-11.6,85,96,0.998472590486547
"ENST00000337537","Q16537","PPP2R5E","hsa-miR-548ba",-13.07,942,977,0.998469236068138
"ENST00000375856","Q9Y4H2","IRS2","hsa-miR-548ba",-10.42,763,813,0.998469236068138
"ENST00000422769","Q16537","PPP2R5E","hsa-miR-548ba",-13.07,942,977,0.998469236068138
"ENST00000523638","Q3ZCT1","ZNF260","hsa-miR-548ba",-11.69,2178,2206,0.998469236068138
"ENST00000592282","Q3ZCT1","ZNF260","hsa-miR-548ba",-11.69,2178,2206,0.998469236068138
"ENST00000379731","P15291","B4GALT1","hsa-miR-548ba",-11.2,2203,2212,0.998463020305634
"ENST00000355029","Q7Z628","NET1","hsa-miR-548ba",-15.3,1895,1907,0.998458534841526
"ENST00000377252","Q6UX71","PLXDC2","hsa-let-7b-5p",-15.2,8992,9009,0.998458534841526
"ENST00000650792",NA,NA,"hsa-miR-548ba",-13,6230,6245,0.998458534841526
"ENST00000313608","Q9Y3D9","MRPS23","hsa-miR-548ba",-10,100,120,0.998452343692514
"ENST00000296088","Q9NRH2","SNRK","hsa-miR-548ba",-13.4,103,123,0.998452056667613
"ENST00000429705","Q9NRH2","SNRK","hsa-miR-548ba",-13.4,103,123,0.998452056667613
"ENST00000368648","Q9H4W6","EBF3","hsa-let-7b-3p",-13.3,1399,1421,0.998449154650153
"ENST00000440978","H0Y3W9","EBF3","hsa-let-7b-3p",-13.3,1413,1435,0.998449154650153
"ENST00000382065","Q9BXJ4","C1QTNF3","hsa-miR-548ba",-11.8,2069,2095,0.998446069607169
"ENST00000476905","S4R403","SSX2IP","hsa-miR-548ba",-11.7,424,440,0.998446069607169
"ENST00000481102","Q9Y2D8","SSX2IP","hsa-miR-548ba",-11.7,422,438,0.998446069607169
"ENST00000185206","Q9NZA1","CLIC5","hsa-let-7b-5p",-16.6,4112,4142,0.998445564724041
"ENST00000266037","Q8IZD9","DOCK3","hsa-let-7b-3p",-11.5,2265,2289,0.998445564724041
"ENST00000278937","O60487","MPZL2","hsa-let-7b-3p",-13.8,1628,1652,0.998445564724041
"ENST00000283109","Q9BVS4","RIOK2","hsa-let-7b-5p",-15,1910,1929,0.998445564724041
"ENST00000284637","Q7Z6J0","SH3RF1","hsa-let-7b-3p",-11.9,2078,2096,0.998445564724041
"ENST00000288368","Q70Z35","PREX2","hsa-let-7b-5p",-15.31,5191,5223,0.998445564724041
"ENST00000339561","Q9NZA1","CLIC5","hsa-let-7b-5p",-16.6,4112,4142,0.998445564724041
"ENST00000357137","Q9NQH7","XPNPEP3","hsa-miR-548ba",-11.1,5508,5539,0.998445564724041
"ENST00000376495","Q5VV17","OTUD1","hsa-miR-548ba",-13.1,1256,1283,0.998445564724041
"ENST00000407780","O75144","ICOSLG","hsa-let-7b-5p",-15.2,5324,5342,0.998445564724041
"ENST00000471714","D3YTG3","ABI3BP","hsa-miR-548ba",-10,1197,1217,0.998445564724041
"ENST00000578386","J3QRY2","SMURF2","hsa-miR-548ba",-10.6,2552,2568,0.998445564724041
"ENST00000585916","O75928","PIAS2","hsa-miR-548ba",-10.2,8358,8374,0.998445564724041
"ENST00000683284",NA,NA,"hsa-miR-548ba",-11.4,4717,4748,0.998445564724041
"ENST00000683427",NA,NA,"hsa-miR-548ba",-11.4,3912,3943,0.998445564724041
"ENST00000683713",NA,NA,"hsa-miR-548ba",-11.4,4717,4748,0.998445564724041
"ENST00000320892","P50876","RNF144A","hsa-miR-548ba",-9.1,753,768,0.998441376523078
"ENST00000356321","Q6IQ21","ZNF770","hsa-miR-548ba",-13.2,1479,1493,0.998441376523078
"ENST00000367498","Q9Y6Y0","IVNS1ABP","hsa-miR-548ba",-10.1,514,528,0.998441376523078
"ENST00000612128","S5FZ81","PHF10","hsa-miR-548ba",-9.5,1031,1048,0.998441376523078
"ENST00000360647","Q9UQR1","ZNF148","hsa-let-7b-3p",-13.3,328,347,0.998436208697247
"ENST00000361127","O94898","LRIG2","hsa-let-7b-3p",-15.9,1123,1148,0.998436208697247
"ENST00000470121","Q9UK58","CCNL1","hsa-let-7b-3p",-13.5,141,164,0.998436208697247
"ENST00000677827",NA,NA,"hsa-let-7b-3p",-11.4,17,40,0.998436208697247
"ENST00000246548","Q9UBT2","UBA2","hsa-miR-548ba",-13.1,221,266,0.998432363730512
"ENST00000216554","P55010","EIF5","hsa-miR-548ba",-12,2577,2619,0.998427062078888
"ENST00000220325","Q9H223","EHD4","hsa-miR-548ba",-11.95,1559,1593,0.998427062078888
"ENST00000223528","O75072","FKTN","hsa-let-7b-5p",-15.44,2297,2338,0.998427062078888
"ENST00000231368","Q9UIQ6","LNPEP","hsa-miR-548ba",-11.72,3637,3662,0.998427062078888
"ENST00000252660","P04201","MAS1","hsa-miR-548ba",-13.25,2944,2995,0.998427062078888
"ENST00000256458","O43187","IRAK2","hsa-miR-548ba",-13.75,703,742,0.998427062078888
"ENST00000257181","Q8NAV1","PRPF38A","hsa-miR-548ba",-11.34,1555,1596,0.998427062078888
"ENST00000262879","Q86X10","RALGAPB","hsa-miR-548ba",-11.13,2284,2318,0.998427062078888
"ENST00000265071","P55285","CDH6","hsa-miR-548ba",-12.92,3169,3221,0.998427062078888
"ENST00000269439","Q6ZSG1","RNF165","hsa-let-7b-5p",-14.53,1336,1395,0.998427062078888
"ENST00000280979","Q13023","AKAP6","hsa-miR-548ba",-9.04,2688,2724,0.998427062078888
"ENST00000285737","Q86WA8","LONP2","hsa-miR-548ba",-10.42,3458,3508,0.998427062078888
"ENST00000288235","Q12965","MYO1E","hsa-miR-548ba",-13.09,3366,3415,0.998427062078888
"ENST00000290158","Q14974","KPNB1","hsa-miR-548ba",-12.36,1865,1899,0.998427062078888
"ENST00000295025","Q04864","REL","hsa-miR-548ba",-11.11,5716,5764,0.998427062078888
"ENST00000299178","P37288","AVPR1A","hsa-miR-548ba",-11.47,2012,2048,0.998427062078888
"ENST00000299633","Q9Y3E1","RP11-382A20.3","hsa-miR-548ba",-11.5,7370,7399,0.998427062078888
"ENST00000302291","Q86V48","LUZP1","hsa-miR-548ba",-12.53,1253,1301,0.998427062078888
"ENST00000304053","Q16620","NTRK2","hsa-miR-548ba",-10.95,4429,4474,0.998427062078888
"ENST00000309993","Q9HCI7","MSL2","hsa-miR-548ba",-9.46,979,1013,0.998427062078888
"ENST00000311575","Q8TAT2","FGFBP3","hsa-miR-548ba",-10.93,602,644,0.998427062078888
"ENST00000311630","P0C2W1","FBXO45","hsa-miR-548ba",-10.3,3134,3158,0.998427062078888
"ENST00000313146","Q9H9L3","ISG20L2","hsa-miR-548ba",-9.9,346,388,0.998427062078888
"ENST00000314328","Q69YQ0","SPECC1L","hsa-miR-548ba",-10.35,1296,1343,0.998427062078888
"ENST00000315212","O60930","RNASEH1","hsa-miR-548ba",-12.44,1631,1673,0.998427062078888
"ENST00000317233","P51826","AFF3","hsa-miR-548ba",-9.18,2984,3038,0.998427062078888
"ENST00000319725","Q96I24","FUBP3","hsa-let-7b-5p",-17.2,243,280,0.998427062078888
"ENST00000326877","Q8N3X6","LCORL","hsa-miR-548ba",-9.45,3298,3345,0.998427062078888
"ENST00000329773","Q96LB1","MRGPRX2","hsa-miR-548ba",-8.6,228,269,0.998427062078888
"ENST00000335154","Q8IVF7","FMNL3","hsa-let-7b-5p",-13.92,6762,6785,0.998427062078888
"ENST00000347606","Q9HCZ1","ZNF334","hsa-miR-548ba",-11.75,434,493,0.998427062078888
"ENST00000349945","O94916","NFAT5","hsa-miR-548ba",-8.8,2427,2450,0.998427062078888
"ENST00000354436","O94916","NFAT5","hsa-miR-548ba",-8.8,2427,2450,0.998427062078888
"ENST00000357998","O75072","FKTN","hsa-let-7b-5p",-15.44,2297,2338,0.998427062078888
"ENST00000358227","Q96GE9","TMEM261","hsa-miR-548ba",-12.81,1068,1124,0.998427062078888
"ENST00000358495","P43351","RAD52","hsa-let-7b-5p",-13.59,955,1004,0.998427062078888
"ENST00000359446","O15165","LDLRAD4","hsa-miR-548ba",-14.52,2586,2635,0.998427062078888
"ENST00000368219","Q9H9L3","ISG20L2","hsa-miR-548ba",-9.9,346,388,0.998427062078888
"ENST00000368494","Q96E22","NUS1","hsa-miR-548ba",-11.45,1730,1769,0.998427062078888
"ENST00000368564","O15131","KPNA5","hsa-miR-548ba",-9.21,7103,7151,0.998427062078888
"ENST00000371413","O95970","LGI1","hsa-miR-548ba",-9.47,80,122,0.998427062078888
"ENST00000371418","O95970","LGI1","hsa-miR-548ba",-9.47,63,105,0.998427062078888
"ENST00000372371","O14802","POLR3A","hsa-let-7b-5p",-17.71,657,721,0.998427062078888
"ENST00000374690","P10275","AR","hsa-miR-548ba",-11.25,4061,4109,0.998427062078888
"ENST00000374809","Q8IXH6","TP53INP2","hsa-miR-548ba",-10.95,2289,2327,0.998427062078888
"ENST00000374810","Q8IXH6","TP53INP2","hsa-miR-548ba",-10.95,2289,2327,0.998427062078888
"ENST00000376208","Q16620","NTRK2","hsa-miR-548ba",-10.95,4429,4474,0.998427062078888
"ENST00000376960","O76080","ZFAND5","hsa-miR-548ba",-12.9,311,336,0.998427062078888
"ENST00000377575","O00479","HMGN4","hsa-let-7b-5p",-16.2,540,581,0.998427062078888
"ENST00000377883","S4R354","USP30","hsa-miR-548ba",-10.76,299,343,0.998427062078888
"ENST00000377918","O14917","PCDH17","hsa-miR-548ba",-10.79,2853,2895,0.998427062078888
"ENST00000378450","Q9UHG0","DCDC2","hsa-miR-548ba",-13.61,466,515,0.998427062078888
"ENST00000378454","Q9UHG0","DCDC2","hsa-miR-548ba",-13.61,466,515,0.998427062078888
"ENST00000378719","Q92599","SEPT8","hsa-miR-548ba",-13.85,819,861,0.998427062078888
"ENST00000381655","Q9NTI2","ATP8A2","hsa-miR-548ba",-13.61,2517,2566,0.998427062078888
"ENST00000389993","F8WBH5","PSME4","hsa-miR-548ba",-12.82,2996,3055,0.998427062078888
"ENST00000392649","Q8IYB4","PEX5L","hsa-miR-548ba",-15.01,5046,5097,0.998427062078888
"ENST00000393742","O94916","NFAT5","hsa-miR-548ba",-8.8,6839,6862,0.998427062078888
"ENST00000394479","Q04864","REL","hsa-miR-548ba",-11.11,5716,5764,0.998427062078888
"ENST00000397040","Q86X10","RALGAPB","hsa-miR-548ba",-11.13,2284,2318,0.998427062078888
"ENST00000397042","Q86X10","RALGAPB","hsa-miR-548ba",-11.13,2284,2318,0.998427062078888
"ENST00000399848","O15165","LDLRAD4","hsa-miR-548ba",-14.52,2586,2635,0.998427062078888
"ENST00000404076","O94856","NFASC","hsa-miR-548ba",-11.29,558,579,0.998427062078888
"ENST00000408888","P42696","RBM34","hsa-miR-548ba",-11.86,126,174,0.998427062078888
"ENST00000409125","P43304","GPD2","hsa-miR-548ba",-10.91,59,109,0.998427062078888
"ENST00000409236","P51826","AFF3","hsa-miR-548ba",-9.18,2984,3038,0.998427062078888
"ENST00000418342","Q86V48","LUZP1","hsa-miR-548ba",-12.53,1253,1301,0.998427062078888
"ENST00000424952","Q9NYG2","ZDHHC3","hsa-miR-548ba",-10.99,6871,6908,0.998427062078888
"ENST00000426654","F6X8W2","NFAT5","hsa-miR-548ba",-8.8,6839,6862,0.998427062078888
"ENST00000428675","Q15111","PLCL1","hsa-miR-548ba",-10.02,407,446,0.998427062078888
"ENST00000429979","Q9H714","RUBCNL","hsa-let-7b-5p",-16.13,5960,5992,0.998427062078888
"ENST00000430393","X6RKN2","NFASC","hsa-miR-548ba",-11.29,558,579,0.998427062078888
"ENST00000432191","Q8NEY8","PPHLN1","hsa-miR-548ba",-9.22,688,752,0.998427062078888
"ENST00000435320","F8WAR2","PLCL1","hsa-miR-548ba",-10.02,3467,3506,0.998427062078888
"ENST00000437398","Q69YQ0","SPECC1L","hsa-miR-548ba",-10.35,1296,1343,0.998427062078888
"ENST00000437704","A0A0A0MT40","PLCL1","hsa-miR-548ba",-10.02,407,446,0.998427062078888
"ENST00000439696","Q07352","ZFP36L1","hsa-miR-548ba",-11.91,256,297,0.998427062078888
"ENST00000447819","A0A0C4DG92","NFASC","hsa-miR-548ba",-11.29,558,579,0.998427062078888
"ENST00000467460","Q8IYB4","PEX5L","hsa-miR-548ba",-15.01,5046,5097,0.998427062078888
"ENST00000477828","E9PPC3","BTF3L4","hsa-miR-548ba",-9.6,291,316,0.998427062078888
"ENST00000483089","C9J3R7","ZNF789","hsa-miR-548ba",-9.4,1214,1247,0.998427062078888
"ENST00000491614","Q9UKK9","NUDT5","hsa-let-7b-5p",-19.15,651,701,0.998427062078888
"ENST00000497186","J3QR86","NADK","hsa-miR-548ba",-11.16,162,198,0.998427062078888
"ENST00000502798","Q496J9","SV2C","hsa-miR-548ba",-9.91,2144,2200,0.998427062078888
"ENST00000506885","H0Y8T9","CLDND1","hsa-miR-548ba",-9.7,44,65,0.998427062078888
"ENST00000513873","H0YA53","CLDND1","hsa-miR-548ba",-9.7,82,103,0.998427062078888
"ENST00000533523","E9PQI5","CHMP4A","hsa-miR-548ba",-8.9,309,334,0.998427062078888
"ENST00000535283","F5GWI0","DDB1","hsa-miR-548ba",-11.85,1402,1450,0.998427062078888
"ENST00000536262","Q8N695","SLC5A8","hsa-miR-548ba",-10.82,592,643,0.998427062078888
"ENST00000540309","F5GYK7","GPD2","hsa-miR-548ba",-10.91,357,407,0.998427062078888
"ENST00000542859","Q5TBA9","FRY","hsa-miR-548ba",-9.63,617,637,0.998427062078888
"ENST00000543885","Q6ZSG1","RNF165","hsa-let-7b-5p",-14.53,1336,1395,0.998427062078888
"ENST00000547362","R4GMN5","ANKS1B","hsa-miR-548ba",-9.8,162,200,0.998427062078888
"ENST00000550940","F8VW98","AVPR1A","hsa-miR-548ba",-11.47,17,53,0.998427062078888
"ENST00000552916","F8VQS9","RBMS2","hsa-let-7b-5p",-18.73,500,546,0.998427062078888
"ENST00000558083","H0YLZ3","TEX9","hsa-miR-548ba",-8.86,1919,1958,0.998427062078888
"ENST00000562220","Q9Y5I2","PCDHA10","hsa-miR-548ba",-14.02,5887,5923,0.998427062078888
"ENST00000572861","Q8N695","SLC5A8","hsa-miR-548ba",-10.82,592,643,0.998427062078888
"ENST00000576742","Q8NET8","TRPV3","hsa-let-7b-5p",-17.31,984,1035,0.998427062078888
"ENST00000583648","J3QR48","KPNB1","hsa-miR-548ba",-12.36,1865,1899,0.998427062078888
"ENST00000586604","K7EIS4","RNF165","hsa-let-7b-5p",-14.53,1866,1925,0.998427062078888
"ENST00000602526","R4GMU0","FKTN","hsa-let-7b-5p",-15.44,3721,3762,0.998427062078888
"ENST00000615481","A0A087X1P4","ZNF334","hsa-miR-548ba",-11.75,434,493,0.998427062078888
"ENST00000616411","A0A087X170","TRPV3","hsa-let-7b-5p",-17.31,984,1035,0.998427062078888
"ENST00000629035","A0A0D9SFU4","LGI1","hsa-miR-548ba",-9.47,63,105,0.998427062078888
"ENST00000635767",NA,"LCORL","hsa-miR-548ba",-9.45,3465,3512,0.998427062078888
"ENST00000637012",NA,"RP5-994D16.11","hsa-let-7b-5p",-16.7,1013,1037,0.998427062078888
"ENST00000637689",NA,"LGI1","hsa-miR-548ba",-9.47,63,105,0.998427062078888
"ENST00000642040",NA,NA,"hsa-miR-548ba",-9.63,617,637,0.998427062078888
"ENST00000643209",NA,NA,"hsa-miR-548ba",-8.9,309,334,0.998427062078888
"ENST00000644483",NA,NA,"hsa-miR-548ba",-12.81,1414,1448,0.998427062078888
"ENST00000645780",NA,NA,"hsa-miR-548ba",-9.63,617,637,0.998427062078888
"ENST00000647500",NA,NA,"hsa-miR-548ba",-9.63,617,637,0.998427062078888
"ENST00000648298",NA,NA,"hsa-miR-548ba",-13.45,1031,1081,0.998427062078888
"ENST00000649116",NA,NA,"hsa-miR-548ba",-13.45,1641,1691,0.998427062078888
"ENST00000649242",NA,NA,"hsa-miR-548ba",-13.45,1769,1819,0.998427062078888
"ENST00000649457",NA,NA,"hsa-miR-548ba",-10,3088,3113,0.998427062078888
"ENST00000649752",NA,NA,"hsa-miR-548ba",-13.45,1031,1081,0.998427062078888
"ENST00000651059",NA,NA,"hsa-miR-548ba",-10.35,1296,1343,0.998427062078888
"ENST00000672756",NA,NA,"hsa-miR-548ba",-9.18,2984,3038,0.998427062078888
"ENST00000674077",NA,NA,"hsa-miR-548ba",-13.25,2944,2995,0.998427062078888
"ENST00000675695",NA,NA,"hsa-let-7b-5p",-15.44,2664,2705,0.998427062078888
"ENST00000675736",NA,NA,"hsa-let-7b-5p",-15.44,3463,3504,0.998427062078888
"ENST00000676114",NA,NA,"hsa-let-7b-5p",-16.13,5960,5992,0.998427062078888
"ENST00000679360",NA,NA,"hsa-miR-548ba",-13.11,2370,2418,0.998427062078888
"ENST00000680357",NA,NA,"hsa-miR-548ba",-11.85,2331,2379,0.998427062078888
"ENST00000680493",NA,NA,"hsa-let-7b-5p",-17.15,2627,2676,0.998427062078888
"ENST00000681188",NA,NA,"hsa-miR-548ba",-11.85,2732,2780,0.998427062078888
"ENST00000681998",NA,NA,"hsa-miR-548ba",-11.36,1049,1078,0.998427062078888
"ENST00000682472",NA,NA,"hsa-miR-548ba",-13.61,2517,2566,0.998427062078888
"ENST00000682577",NA,NA,"hsa-miR-548ba",-11.36,1001,1030,0.998427062078888
"ENST00000682624",NA,NA,"hsa-miR-548ba",-11.36,1396,1425,0.998427062078888
"ENST00000682837",NA,NA,"hsa-miR-548ba",-11.36,759,788,0.998427062078888
"ENST00000683223",NA,NA,"hsa-miR-548ba",-11.36,1287,1316,0.998427062078888
"ENST00000683336",NA,NA,"hsa-miR-548ba",-11.36,1049,1078,0.998427062078888
"ENST00000683919",NA,NA,"hsa-miR-548ba",-11.36,1158,1187,0.998427062078888
"ENST00000683953",NA,NA,"hsa-miR-548ba",-11.36,1466,1495,0.998427062078888
"ENST00000683960",NA,NA,"hsa-miR-548ba",-13.61,2970,3019,0.998427062078888
"ENST00000684023",NA,NA,"hsa-miR-548ba",-11.36,1382,1411,0.998427062078888
"ENST00000684149",NA,NA,"hsa-miR-548ba",-11.36,1001,1030,0.998427062078888
"ENST00000684424",NA,NA,"hsa-miR-548ba",-13.61,2517,2566,0.998427062078888
"ENST00000684540",NA,NA,"hsa-miR-548ba",-11.36,1158,1187,0.998427062078888
"ENST00000003912","Q6P499","NIPAL3","hsa-miR-548ba",-9.15,35,76,0.998426809337624
"ENST00000206423","Q76M96","CCDC80","hsa-miR-548ba",-9.8,82,104,0.998426809337624
"ENST00000374399","Q6P499","NIPAL3","hsa-miR-548ba",-9.15,35,76,0.998426809337624
"ENST00000573360","I3L109","TVP23A","hsa-miR-548ba",-12.36,26,74,0.998426809337624
"ENST00000649981",NA,NA,"hsa-miR-548ba",-12.36,26,74,0.998426809337624
"ENST00000273317","Q9UGP4","LIMD1","hsa-let-7b-5p",-20.6,1158,1176,0.998425059320234
"ENST00000287908","Q8NFT2","STEAP2","hsa-let-7b-5p",-17.3,635,657,0.998425059320234
"ENST00000302040","Q8NGI9","OR5A2","hsa-let-7b-3p",-12.8,249,279,0.998425059320234
"ENST00000343004","G1UD79","FAM122B","hsa-let-7b-5p",-16.4,260,282,0.998425059320234
"ENST00000355624","Q7L804","RAB11FIP2","hsa-let-7b-5p",-14.7,505,523,0.998425059320234
"ENST00000369199","Q7L804","RAB11FIP2","hsa-let-7b-5p",-14.7,505,523,0.998425059320234
"ENST00000370790","Q7Z309","FAM122B","hsa-let-7b-5p",-16.4,260,282,0.998425059320234
"ENST00000374518","Q14692","BMS1","hsa-let-7b-3p",-12.7,436,462,0.998425059320234
"ENST00000394621","Q8NFT2","STEAP2","hsa-let-7b-5p",-17.3,635,657,0.998425059320234
"ENST00000394622","Q8NFT2","STEAP2","hsa-let-7b-5p",-17.3,635,657,0.998425059320234
"ENST00000410026","Q96AH0","NABP1","hsa-let-7b-5p",-17.4,1608,1628,0.998425059320234
"ENST00000422774","Q9HCM3","KIAA1549","hsa-let-7b-3p",-14,310,333,0.998425059320234
"ENST00000440172","Q9HCM3","KIAA1549","hsa-let-7b-3p",-14,310,333,0.998425059320234
"ENST00000481848",NA,"RP3-403A15.5","hsa-let-7b-5p",-17,929,953,0.998425059320234
"ENST00000544216","Q8ND56","LSM14A","hsa-let-7b-3p",-18.53,221,257,0.998425059320234
"ENST00000575811","Q8ND56","LSM14A","hsa-let-7b-3p",-18.53,221,257,0.998425059320234
"ENST00000641361",NA,NA,"hsa-let-7b-3p",-12.8,249,279,0.998425059320234
"ENST00000641673",NA,NA,"hsa-let-7b-3p",-12.8,249,279,0.998425059320234
"ENST00000674262",NA,NA,"hsa-let-7b-5p",-17.4,1608,1628,0.998425059320234
"ENST00000674360",NA,NA,"hsa-let-7b-5p",-17.4,1608,1628,0.998425059320234
"ENST00000674406",NA,NA,"hsa-let-7b-5p",-17.4,1608,1628,0.998425059320234
"ENST00000674414",NA,NA,"hsa-let-7b-5p",-17.4,1608,1628,0.998425059320234
"ENST00000306999","Q8IV38","ANKMY2","hsa-miR-548ba",-11.1,232,256,0.998418051096458
"ENST00000447802","G3V0G5","ANKMY2","hsa-miR-548ba",-11.1,644,668,0.998418051096458
"ENST00000469023",NA,"ATP1A4","hsa-miR-548ba",-13.6,1276,1302,0.998418051096458
"ENST00000252519","Q9BYF1","ACE2","hsa-let-7b-3p",-12.6,22,41,0.998411703812594
"ENST00000377942","O95206","PCDH8","hsa-let-7b-3p",-13.4,62,79,0.998411703812594
