transcript	miRNAs	numberMiRNAs
ENST00000423973.5	hsa-miR-548ba	1
ENST00000486111.5	hsa-let-7b-3p	1
ENST00000614475.4	hsa-miR-548ba	1
ENST00000396151.7	hsa-miR-548ba	1
ENST00000393437.8	hsa-let-7b-3p	1
ENST00000534230.5	hsa-let-7b-3p	1
ENST00000409108.6	hsa-miR-548ba	1
ENST00000673912.1	hsa-miR-548ba	1
ENST00000681431.1	hsa-let-7b-3p	1
ENST00000398119.6	hsa-let-7b-3p	1
ENST00000288071.11	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000200639.9	hsa-let-7b-5p	1
ENST00000560626.6	hsa-let-7b-5p	1
ENST00000557842.6	hsa-let-7b-3p	1
ENST00000420881.6	hsa-let-7b-5p	1
ENST00000333104.8	hsa-let-7b-3p	1
ENST00000648267.1	hsa-miR-548ba	1
ENST00000397479.6	hsa-let-7b-3p	1
ENST00000610842.4	hsa-miR-548ba	1
ENST00000641133.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000370310.5	hsa-miR-548ba	1
ENST00000282344.11	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000405452.3	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000514906.1	hsa-let-7b-5p	1
ENST00000259486.10	hsa-let-7b-3p	1
ENST00000440485.5	hsa-let-7b-3p	1
ENST00000614907.3	hsa-let-7b-5p	1
ENST00000262207.9	hsa-miR-548ba	1
ENST00000281830.3	hsa-let-7b-3p	1
ENST00000652654.1	hsa-let-7b-3p	1
ENST00000392011.7	hsa-let-7b-3p	1
ENST00000271751.10	hsa-miR-548ba	1
ENST00000264228.9	hsa-let-7b-5p	1
ENST00000412278.2	hsa-miR-548ba	1
ENST00000545168.5	hsa-miR-548ba	1
ENST00000451604.7	hsa-miR-548ba	1
ENST00000395867.8	hsa-miR-548ba	1
ENST00000311806.8	hsa-miR-548ba	1
ENST00000449285.6	hsa-miR-548ba	1
ENST00000339290.9	hsa-let-7b-5p	1
ENST00000683861.1	hsa-miR-548ba	1
ENST00000341533.8	hsa-let-7b-5p	1
ENST00000287916.8	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000648676.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000671770.1	hsa-let-7b-3p	1
ENST00000357742.9	hsa-let-7b-3p	1
ENST00000466380.6	hsa-let-7b-5p	1
ENST00000393392.6	hsa-let-7b-3p	1
ENST00000501744.2	hsa-miR-548ba	1
ENST00000561221.6	hsa-let-7b-3p	1
ENST00000542945.5	hsa-let-7b-5p	1
ENST00000280706.3	hsa-let-7b-3p	1
ENST00000681333.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000427993.7	hsa-miR-548ba	1
ENST00000323443.6	hsa-let-7b-5p	1
ENST00000681257.1	hsa-let-7b-5p	1
ENST00000426105.7	hsa-let-7b-3p	1
ENST00000374761.6	hsa-let-7b-3p	1
ENST00000349716.9	hsa-let-7b-5p	1
ENST00000613405.4	hsa-miR-548ba	1
ENST00000649801.1	hsa-let-7b-5p	1
ENST00000515425.6	hsa-let-7b-3p	1
ENST00000545653.5	hsa-miR-548ba	1
ENST00000635613.1	hsa-let-7b-5p	1
ENST00000396893.6	hsa-miR-548ba	1
ENST00000433060.3	hsa-let-7b-3p	1
ENST00000416904.5	hsa-let-7b-3p	1
ENST00000649649.1	hsa-miR-548ba	1
ENST00000359332.7	hsa-miR-548ba	1
ENST00000267199.9	hsa-let-7b-5p	1
ENST00000684758.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000609928.6	hsa-miR-548ba	1
ENST00000309395.7	hsa-miR-548ba	1
ENST00000268679.9	hsa-let-7b-5p	1
ENST00000398506.6	hsa-let-7b-3p	1
ENST00000542060.5	hsa-miR-548ba	1
ENST00000646633.1	hsa-miR-548ba	1
ENST00000264183.9	hsa-let-7b-3p	1
ENST00000258761.8	hsa-let-7b-5p	1
ENST00000649271.1	hsa-miR-548ba	1
ENST00000681742.1	hsa-miR-548ba	1
ENST00000651992.1	hsa-let-7b-3p	1
ENST00000351429.7	hsa-miR-548ba	1
ENST00000421832.3	hsa-miR-548ba	1
ENST00000296257.10	hsa-let-7b-5p	1
ENST00000395769.6	hsa-miR-548ba	1
ENST00000301923.13	hsa-let-7b-3p	1
ENST00000380615.8	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000449187.6	hsa-miR-548ba	1
ENST00000335171.10	hsa-let-7b-3p	1
ENST00000608933.6	hsa-miR-548ba	1
ENST00000428611.6	hsa-let-7b-3p	1
ENST00000360929.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000504360.5	hsa-let-7b-5p	1
ENST00000639148.1	hsa-miR-548ba	1
ENST00000360982.2	hsa-miR-548ba	1
ENST00000594012.5	hsa-miR-548ba	1
ENST00000651561.1	hsa-miR-548ba	1
ENST00000392753.7	hsa-miR-548ba	1
ENST00000330387.11	hsa-miR-548ba	1
ENST00000626493.2	hsa-miR-548ba	1
ENST00000585352.5	hsa-miR-548ba	1
ENST00000485275.2	hsa-let-7b-3p	1
ENST00000680618.1	hsa-let-7b-3p	1
ENST00000344936.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000262518.9	hsa-miR-548ba	1
ENST00000678299.1	hsa-miR-548ba	1
ENST00000425443.6	hsa-let-7b-3p	1
ENST00000565165.2	hsa-let-7b-5p	1
ENST00000613307.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000649680.1	hsa-miR-548ba	1
ENST00000336963.8	hsa-let-7b-5p	1
ENST00000620209.4	hsa-miR-548ba	1
ENST00000609883.1	hsa-miR-548ba	1
ENST00000374232.8	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000366690.5	hsa-let-7b-3p	1
ENST00000318504.11	hsa-miR-548ba	1
ENST00000647152.1	hsa-let-7b-3p	1
ENST00000592248.5	hsa-let-7b-5p	1
ENST00000263686.11	hsa-miR-548ba	1
ENST00000681720.1	hsa-miR-548ba	1
ENST00000369199.5	hsa-miR-548ba	1
ENST00000403999.7	hsa-let-7b-5p	1
ENST00000263620.8	hsa-let-7b-5p	1
ENST00000409298.5	hsa-let-7b-3p	1
ENST00000681644.1	hsa-let-7b-3p	1
ENST00000371497.10	hsa-let-7b-3p	1
ENST00000668667.1	hsa-miR-548ba	1
ENST00000424319.5	hsa-miR-548ba	1
ENST00000606738.3	hsa-let-7b-5p	1
ENST00000240719.7	hsa-miR-548ba	1
ENST00000611619.1	hsa-miR-548ba	1
ENST00000298832.14	hsa-miR-548ba	1
ENST00000323666.10	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000616430.1	hsa-miR-548ba	1
ENST00000256078.10	hsa-miR-548ba	1
ENST00000318442.6	hsa-miR-548ba	1
ENST00000681213.1	hsa-let-7b-5p	1
ENST00000394752.8	hsa-let-7b-5p	1
ENST00000372544.6	hsa-miR-548ba	1
ENST00000628515.2	hsa-let-7b-3p	1
ENST00000677812.1	hsa-miR-548ba	1
ENST00000647508.1	hsa-let-7b-3p	1
ENST00000682617.1	hsa-let-7b-5p	1
ENST00000398870.7	hsa-let-7b-3p	1
ENST00000472469.5	hsa-let-7b-3p	1
ENST00000635417.1	hsa-let-7b-5p	1
ENST00000649582.1	hsa-miR-548ba	1
ENST00000424781.6	hsa-miR-548ba	1
ENST00000640275.1	hsa-miR-548ba	1
ENST00000238961.9	hsa-let-7b-5p	1
ENST00000209929.10	hsa-let-7b-5p	1
ENST00000367156.7	hsa-let-7b-5p	1
ENST00000339526.8	hsa-let-7b-5p	1
ENST00000645033.1	hsa-miR-548ba	1
ENST00000372037.8	hsa-miR-548ba	1
ENST00000650392.1	hsa-miR-548ba	1
ENST00000640199.1	hsa-miR-548ba	1
ENST00000642319.1	hsa-let-7b-3p	1
ENST00000282077.8	hsa-let-7b-3p	1
ENST00000369253.6	hsa-miR-548ba	1
ENST00000680066.1	hsa-miR-548ba	1
ENST00000393704.3	hsa-miR-548ba	1
ENST00000677282.1	hsa-let-7b-3p	1
ENST00000406691.7	hsa-miR-548ba	1
ENST00000529388.6	hsa-let-7b-3p	1
ENST00000305997.8	hsa-miR-548ba	1
ENST00000681622.1	hsa-miR-548ba	1
ENST00000310085.6	hsa-miR-548ba	1
ENST00000580981.5	hsa-let-7b-3p	1
ENST00000245787.9	hsa-miR-548ba	1
ENST00000684207.1	hsa-let-7b-5p	1
ENST00000583566.6	hsa-let-7b-5p	1
ENST00000612191.4	hsa-let-7b-3p	1
ENST00000508812.1	hsa-miR-548ba	1
ENST00000521713.1	hsa-miR-548ba	1
ENST00000229794.9	hsa-let-7b-3p	1
ENST00000528416.6	hsa-let-7b-5p	1
ENST00000530712.6	hsa-miR-548ba	1
ENST00000556046.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000463448.5	hsa-miR-548ba	1
ENST00000525755.6	hsa-let-7b-5p	1
ENST00000394730.7	hsa-let-7b-3p	1
ENST00000280352.13	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000383180.6	hsa-let-7b-5p	1
ENST00000222584.8	hsa-let-7b-3p	1
ENST00000299335.8	hsa-let-7b-3p	1
ENST00000481953.5	hsa-let-7b-3p	1
ENST00000558067.5	hsa-miR-548ba	1
ENST00000442697.7	hsa-miR-548ba	1
ENST00000400454.6	hsa-miR-548ba	1
ENST00000540176.6	hsa-miR-548ba	1
ENST00000619757.5	hsa-let-7b-3p	1
ENST00000682519.1	hsa-miR-548ba	1
ENST00000679659.1	hsa-let-7b-5p	1
ENST00000530205.5	hsa-let-7b-3p	1
ENST00000367210.3	hsa-let-7b-3p	1
ENST00000681955.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000650370.1	hsa-miR-548ba	1
ENST00000650294.1	hsa-miR-548ba	1
ENST00000623998.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000409330.5	hsa-miR-548ba	1
ENST00000333681.5	hsa-miR-548ba	1
ENST00000272930.9	hsa-miR-548ba	1
ENST00000370834.9	hsa-miR-548ba	1
ENST00000544440.7	hsa-miR-548ba	1
ENST00000681524.1	hsa-miR-548ba	1
ENST00000376057.8	hsa-let-7b-5p	1
ENST00000522232.3	hsa-miR-548ba	1
ENST00000270649.11	hsa-miR-548ba	1
ENST00000413518.5	hsa-miR-548ba	1
ENST00000378154.3	hsa-miR-548ba	1
ENST00000341217.7	hsa-miR-548ba	1
ENST00000636345.1	hsa-let-7b-3p	1
ENST00000378078.5	hsa-miR-548ba	1
ENST00000264904.8	hsa-miR-548ba	1
ENST00000682981.1	hsa-miR-548ba	1
ENST00000423559.2	hsa-miR-548ba	1
ENST00000585489.1	hsa-miR-548ba	1
ENST00000447788.6	hsa-miR-548ba	1
ENST00000339995.11	hsa-let-7b-5p	1
ENST00000320542.4	hsa-let-7b-3p	1
ENST00000391971.7	hsa-let-7b-3p	1
ENST00000329773.3	hsa-miR-548ba	1
ENST00000395097.7	hsa-miR-548ba	1
ENST00000429774.6	hsa-miR-548ba	1
ENST00000529851.5	hsa-miR-548ba	1
ENST00000652747.1	hsa-let-7b-3p	1
ENST00000515109.5	hsa-let-7b-5p	1
ENST00000583953.6	hsa-miR-548ba	1
ENST00000444772.3	hsa-miR-548ba	1
ENST00000564406.5	hsa-let-7b-3p	1
ENST00000403017.2	hsa-miR-548ba	1
ENST00000684518.1	hsa-let-7b-5p	1
ENST00000440223.5	hsa-miR-548ba	1
ENST00000414468.3	hsa-miR-548ba	1
ENST00000296145.6	hsa-miR-548ba	1
ENST00000636754.1	hsa-miR-548ba	1
ENST00000619304.4	hsa-let-7b-3p	1
ENST00000549379.5	hsa-let-7b-5p	1
ENST00000639339.1	hsa-miR-548ba	1
ENST00000370812.8	hsa-miR-548ba	1
ENST00000583522.6	hsa-miR-548ba	1
ENST00000251089.8	hsa-miR-548ba	1
ENST00000651676.1	hsa-let-7b-3p	1
ENST00000471278.5	hsa-miR-548ba	1
ENST00000255784.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000508593.6	hsa-let-7b-3p	1
ENST00000648338.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000631489.1	hsa-let-7b-5p	1
ENST00000382874.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000565432.1	hsa-let-7b-3p	1
ENST00000245312.5	hsa-let-7b-5p	1
ENST00000676114.1	hsa-let-7b-5p	1
ENST00000344595.10	hsa-miR-548ba	1
ENST00000357328.8	hsa-miR-548ba	1
ENST00000518156.3	hsa-miR-548ba	1
ENST00000370282.8	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000452647.3	hsa-let-7b-3p	1
ENST00000275262.11	hsa-miR-548ba	1
ENST00000547843.1	hsa-miR-548ba	1
ENST00000397119.8	hsa-miR-548ba	1
ENST00000650628.1	hsa-miR-548ba	1
ENST00000683016.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000299192.8	hsa-miR-548ba	1
ENST00000374423.9	hsa-miR-548ba	1
ENST00000369466.9	hsa-let-7b-3p	1
ENST00000358808.6	hsa-miR-548ba	1
ENST00000504907.5	hsa-miR-548ba	1
ENST00000221847.6	hsa-miR-548ba	1
ENST00000507469.5	hsa-miR-548ba	1
ENST00000584396.5	hsa-miR-548ba	1
ENST00000612503.1	hsa-let-7b-5p	1
ENST00000542077.5	hsa-miR-548ba	1
ENST00000552217.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000537196.1	hsa-let-7b-5p	1
ENST00000681759.1	hsa-miR-548ba	1
ENST00000636732.2	hsa-miR-548ba	1
ENST00000674426.1	hsa-let-7b-3p	1
ENST00000641590.1	hsa-let-7b-5p	1
ENST00000621426.6	hsa-miR-548ba	1
ENST00000534127.5	hsa-let-7b-3p	1
ENST00000330847.1	hsa-miR-548ba	1
ENST00000418710.3	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000217939.7	hsa-miR-548ba	1
ENST00000681328.1	hsa-miR-548ba	1
ENST00000620862.4	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000536224.2	hsa-miR-548ba	1
ENST00000648316.1	hsa-miR-548ba	1
ENST00000620786.5	hsa-miR-548ba	1
ENST00000563237.3	hsa-miR-548ba	1
ENST00000316105.7	hsa-miR-548ba	1
ENST00000347667.5	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000578112.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000313368.8	hsa-let-7b-3p	1
ENST00000422875.5	hsa-miR-548ba	1
ENST00000392415.6	hsa-miR-548ba	1
ENST00000237596.7	hsa-miR-548ba	1
ENST00000443119.7	hsa-let-7b-5p	1
ENST00000306904.7	hsa-miR-548ba	1
ENST00000346085.10	hsa-let-7b-5p	1
ENST00000642563.1	hsa-miR-548ba	1
ENST00000423061.6	hsa-miR-548ba	1
ENST00000549766.5	hsa-let-7b-5p	1
ENST00000445193.7	hsa-let-7b-5p	1
ENST00000494490.2	hsa-miR-548ba	1
ENST00000551986.1	hsa-let-7b-3p	1
ENST00000679570.1	hsa-let-7b-3p	1
ENST00000610361.1	hsa-miR-548ba	1
ENST00000681790.1	hsa-miR-548ba	1
ENST00000589056.5	hsa-miR-548ba	1
ENST00000468904.1	hsa-let-7b-5p	1
ENST00000648725.1	hsa-let-7b-3p	1
ENST00000389048.8	hsa-let-7b-3p	1
ENST00000552119.2	hsa-let-7b-3p	1
ENST00000678877.1	hsa-miR-548ba	1
ENST00000406451.8	hsa-let-7b-5p	1
ENST00000403813.6	hsa-miR-548ba	1
ENST00000292823.6	hsa-miR-548ba	1
ENST00000676501.1	hsa-let-7b-3p	1
ENST00000619108.4	hsa-let-7b-5p	1
ENST00000581229.6	hsa-miR-548ba	1
ENST00000371157.7	hsa-let-7b-3p	1
ENST00000613862.2	hsa-miR-548ba	1
ENST00000515829.6	hsa-miR-548ba	1
ENST00000409036.5	hsa-let-7b-3p	1
ENST00000641439.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000329623.11	hsa-let-7b-5p	1
ENST00000357692.6	hsa-let-7b-3p	1
ENST00000681306.1	hsa-let-7b-3p	1
ENST00000643536.1	hsa-miR-548ba	1
ENST00000304434.11	hsa-miR-548ba	1
ENST00000668382.1	hsa-miR-548ba	1
ENST00000395386.7	hsa-miR-548ba	1
ENST00000309951.8	hsa-let-7b-3p	1
ENST00000282753.6	hsa-miR-548ba	1
ENST00000606377.7	hsa-let-7b-3p	1
ENST00000399603.6	hsa-miR-548ba	1
ENST00000393010.6	hsa-miR-548ba	1
ENST00000579849.6	hsa-miR-548ba	1
ENST00000417972.5	hsa-miR-548ba	1
ENST00000425491.6	hsa-miR-548ba	1
ENST00000264663.9	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000392370.8	hsa-miR-548ba	1
ENST00000427535.5	hsa-let-7b-5p	1
ENST00000539627.5	hsa-let-7b-5p	1
ENST00000509877.5	hsa-miR-548ba	1
ENST00000541923.5	hsa-miR-548ba	1
ENST00000612738.4	hsa-let-7b-5p	1
ENST00000432416.5	hsa-miR-548ba	1
ENST00000640368.2	hsa-let-7b-3p	1
ENST00000675354.1	hsa-miR-548ba	1
ENST00000645126.2	hsa-let-7b-3p	1
ENST00000372183.7	hsa-let-7b-3p	1
ENST00000325006.7	hsa-miR-548ba	1
ENST00000650485.1	hsa-miR-548ba	1
ENST00000320560.13	hsa-miR-548ba	1
ENST00000562220.2	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000398532.9	hsa-miR-548ba	1
ENST00000368729.9	hsa-let-7b-5p	1
ENST00000644486.2	hsa-miR-548ba	1
ENST00000679419.1	hsa-let-7b-5p	1
ENST00000460962.5	hsa-miR-548ba	1
ENST00000648627.1	hsa-miR-548ba	1
ENST00000370949.1	hsa-let-7b-3p	1
ENST00000380641.4	hsa-miR-548ba	1
ENST00000008440.9	hsa-miR-548ba	1
ENST00000415783.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000640853.1	hsa-miR-548ba	1
ENST00000473233.5	hsa-miR-548ba	1
ENST00000397461.5	hsa-miR-548ba	1
ENST00000683305.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000284136.11	hsa-miR-548ba	1
ENST00000313324.9	hsa-miR-548ba	1
ENST00000489442.5	hsa-let-7b-5p	1
ENST00000380058.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000248933.11	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000266508.14	hsa-miR-548ba	1
ENST00000440391.5	hsa-miR-548ba	1
ENST00000342358.9	hsa-miR-548ba	1
ENST00000328916.7	hsa-miR-548ba	1
ENST00000369400.2	hsa-let-7b-5p	1
ENST00000639606.1	hsa-let-7b-5p	1
ENST00000334318.10	hsa-let-7b-3p	1
ENST00000322247.7	hsa-let-7b-5p	1
ENST00000321757.11	hsa-let-7b-3p	1
ENST00000349213.7	hsa-let-7b-3p	1
ENST00000374182.7	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000398510.7	hsa-let-7b-3p	1
ENST00000406686.8	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000545074.5	hsa-miR-548ba	1
ENST00000262879.11	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000646561.1	hsa-let-7b-3p	1
ENST00000676736.1	hsa-miR-548ba	1
ENST00000681670.1	hsa-miR-548ba	1
ENST00000648605.1	hsa-let-7b-3p	1
ENST00000508784.6	hsa-let-7b-3p	1
ENST00000336429.6	hsa-miR-548ba	1
ENST00000371037.9	hsa-miR-548ba	1
ENST00000280612.9	hsa-let-7b-3p	1
ENST00000308275.8	hsa-let-7b-3p	1
ENST00000621208.4	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000682998.1	hsa-miR-548ba	1
ENST00000265140.10	hsa-miR-548ba	1
ENST00000676229.1	hsa-let-7b-3p	1
ENST00000673568.1	hsa-let-7b-3p	1
ENST00000233336.7	hsa-let-7b-3p	1
ENST00000370397.8	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000372517.8	hsa-miR-548ba	1
ENST00000683207.1	hsa-miR-548ba	1
ENST00000617784.4	hsa-let-7b-3p	1
ENST00000377252.5	hsa-miR-548ba	1
ENST00000263331.10	hsa-let-7b-5p	1
ENST00000542420.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000402622.6	hsa-miR-548ba	1
ENST00000278655.8	hsa-let-7b-3p	1
ENST00000539560.5	hsa-miR-548ba	1
ENST00000684664.1	hsa-miR-548ba	1
ENST00000367182.8	hsa-let-7b-5p	1
ENST00000628110.2	hsa-miR-548ba	1
ENST00000558978.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000335727.13	hsa-let-7b-3p	1
ENST00000675158.1	hsa-let-7b-5p	1
ENST00000346530.9	hsa-let-7b-5p	1
ENST00000582059.6	hsa-miR-548ba	1
ENST00000641804.1	hsa-miR-548ba	1
ENST00000680092.1	hsa-let-7b-3p	1
ENST00000319441.6	hsa-miR-548ba	1
ENST00000467183.6	hsa-let-7b-3p	1
ENST00000341772.5	hsa-miR-548ba	1
ENST00000559240.5	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000436414.5	hsa-miR-548ba	1
ENST00000682136.1	hsa-miR-548ba	1
ENST00000370905.4	hsa-let-7b-5p	1
ENST00000438511.5	hsa-let-7b-3p	1
ENST00000433677.6	hsa-miR-548ba	1
ENST00000395675.7	hsa-miR-548ba	1
ENST00000629438.2	hsa-let-7b-5p	1
ENST00000619298.1	hsa-miR-548ba	1
ENST00000402092.6	hsa-let-7b-3p	1
ENST00000360911.7	hsa-let-7b-3p	1
ENST00000413566.6	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000372926.5	hsa-miR-548ba	1
ENST00000683616.1	hsa-miR-548ba	1
ENST00000216602.10	hsa-miR-548ba	1
ENST00000666143.1	hsa-let-7b-3p	1
ENST00000377661.2	hsa-miR-548ba	1
ENST00000379705.8	hsa-miR-548ba	1
ENST00000284987.6	hsa-let-7b-3p	1
ENST00000013125.9	hsa-miR-548ba	1
ENST00000337940.4	hsa-let-7b-5p	1
ENST00000641198.1	hsa-let-7b-5p	1
ENST00000250263.8	hsa-miR-548ba	1
ENST00000260599.10	hsa-let-7b-5p	1
ENST00000643318.1	hsa-let-7b-3p	1
ENST00000373036.5	hsa-miR-548ba	1
ENST00000530609.5	hsa-miR-548ba	1
ENST00000661030.1	hsa-miR-548ba	1
ENST00000645415.1	hsa-let-7b-3p	1
ENST00000309733.6	hsa-miR-548ba	1
ENST00000299308.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000313608.13	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000399362.8	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000520539.6	hsa-let-7b-3p	1
ENST00000368995.8	hsa-miR-548ba	1
ENST00000682469.1	hsa-let-7b-5p	1
ENST00000477155.6	hsa-let-7b-3p	1
ENST00000649457.1	hsa-let-7b-5p	1
ENST00000539409.5	hsa-let-7b-3p	1
ENST00000263904.5	hsa-let-7b-3p	1
ENST00000263881.8	hsa-let-7b-5p	1
ENST00000405162.2	hsa-miR-548ba	1
ENST00000262719.10	hsa-let-7b-3p	1
ENST00000683949.1	hsa-miR-548ba	1
ENST00000366543.5	hsa-miR-548ba	1
ENST00000367084.1	hsa-let-7b-5p	1
ENST00000261192.12	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000619352.4	hsa-let-7b-3p	1
ENST00000602526.1	hsa-let-7b-5p	1
ENST00000337002.9	hsa-miR-548ba	1
ENST00000466544.5	hsa-let-7b-3p	1
ENST00000414108.6	hsa-let-7b-3p	1
ENST00000368564.7	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000490972.7	hsa-let-7b-3p	1
ENST00000309703.10	hsa-miR-548ba	1
ENST00000681550.1	hsa-miR-548ba	1
ENST00000368488.9	hsa-miR-548ba	1
ENST00000536370.6	hsa-let-7b-3p	1
ENST00000376083.7	hsa-miR-548ba	1
ENST00000285605.8	hsa-miR-548ba	1
ENST00000361354.9	hsa-miR-548ba	1
ENST00000488175.5	hsa-let-7b-3p	1
ENST00000453411.6	hsa-let-7b-5p	1
ENST00000445816.5	hsa-let-7b-5p	1
ENST00000681398.1	hsa-let-7b-3p	1
ENST00000639032.1	hsa-let-7b-5p	1
ENST00000306058.9	hsa-let-7b-3p	1
ENST00000359650.10	hsa-miR-548ba	1
ENST00000369968.7	hsa-let-7b-3p	1
ENST00000682954.1	hsa-miR-548ba	1
ENST00000305494.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000643273.2	hsa-let-7b-3p	1
ENST00000275034.5	hsa-let-7b-3p	1
ENST00000617740.4	hsa-let-7b-5p	1
ENST00000631182.3	hsa-let-7b-3p	1
ENST00000473015.5	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000392485.2	hsa-miR-548ba	1
ENST00000394605.2	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000625684.3	hsa-let-7b-3p	1
ENST00000219599.8	hsa-miR-548ba	1
ENST00000409636.5	hsa-let-7b-5p	1
ENST00000400405.4	hsa-miR-548ba	1
ENST00000515059.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000637420.2	hsa-miR-548ba	1
ENST00000452188.5	hsa-miR-548ba	1
ENST00000389194.7	hsa-let-7b-5p	1
ENST00000238738.9	hsa-miR-548ba	1
ENST00000606977.5	hsa-miR-548ba	1
ENST00000617233.2	hsa-miR-548ba	1
ENST00000636780.2	hsa-let-7b-3p	1
ENST00000442270.5	hsa-miR-548ba	1
ENST00000275162.10	hsa-let-7b-3p	1
ENST00000265827.8	hsa-let-7b-3p	1
ENST00000316660.7	hsa-miR-548ba	1
ENST00000456329.7	hsa-miR-548ba	1
ENST00000682016.1	hsa-miR-548ba	1
ENST00000458426.5	hsa-miR-548ba	1
ENST00000411425.1	hsa-let-7b-3p	1
ENST00000372806.8	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000511426.5	hsa-miR-548ba	1
ENST00000465829.6	hsa-let-7b-5p	1
ENST00000277540.7	hsa-let-7b-3p	1
ENST00000320848.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000480402.1	hsa-let-7b-5p	1
ENST00000592896.5	hsa-miR-548ba	1
ENST00000223054.8	hsa-miR-548ba	1
ENST00000370331.5	hsa-miR-548ba	1
ENST00000377389.5	hsa-miR-548ba	1
ENST00000649768.1	hsa-miR-548ba	1
ENST00000593105.5	hsa-let-7b-5p	1
ENST00000678161.1	hsa-let-7b-3p	1
ENST00000269491.6	hsa-let-7b-5p	1
ENST00000377110.9	hsa-miR-548ba	1
ENST00000579640.5	hsa-let-7b-3p	1
ENST00000396581.6	hsa-let-7b-3p	1
ENST00000483827.1	hsa-let-7b-5p	1
ENST00000166345.8	hsa-miR-548ba	1
ENST00000634608.1	hsa-let-7b-5p	1
ENST00000683905.1	hsa-miR-548ba	1
ENST00000678948.1	hsa-let-7b-5p	1
ENST00000642180.1	hsa-let-7b-5p	1
ENST00000634585.1	hsa-let-7b-5p	1
ENST00000331437.4	hsa-let-7b-5p	1
ENST00000622016.4	hsa-let-7b-3p	1
ENST00000644224.2	hsa-let-7b-5p	1
ENST00000261180.10	hsa-let-7b-3p	1
ENST00000672279.1	hsa-miR-548ba	1
ENST00000535988.3	hsa-miR-548ba	1
ENST00000261233.9	hsa-let-7b-3p	1
ENST00000458381.6	hsa-miR-548ba	1
ENST00000392872.8	hsa-let-7b-3p	1
ENST00000681430.1	hsa-miR-548ba	1
ENST00000567759.5	hsa-let-7b-3p	1
ENST00000681354.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000612022.1	hsa-let-7b-3p	1
ENST00000348257.9	hsa-miR-548ba	1
